Date,BCI,BCIp,BCIg
11/15/18,249.8,96.9,12.1
11/22/18,249,92.1,11.8
11/29/18,247.5,81.6,11.3
12/6/18,248.1,85.9,10.6
12/13/18,246.9,77.8,9.8
12/20/18,245.1,65.4,8.8
12/27/18,244.2,59.7,7.9
1/3/19,245.5,68.5,7.2
1/10/19,246.9,77.3,7
1/17/19,248,85,7.5
1/24/19,248.9,91.3,8.3
1/31/19,247.9,84.3,8.7
2/7/19,248.3,87.2,8.9
2/14/19,247.9,84.6,8.7
2/21/19,248.7,89.5,8.5
2/28/19,249.7,96.5,8.7
3/7/19,250.6,100,9
3/14/19,250.8,100,9.4
3/21/19,251.9,100,9.9
3/28/19,252.4,100,10.3
4/4/19,253.7,100,10.7
4/11/19,254.9,100,11.3
4/18/19,256.5,100,12
4/25/19,257.9,100,12.9
5/2/19,258.6,100,13.7
