Date,RUA Close,Risk-Free TNX
2/3/89,168.330002,9.01
2/6/89,167.929993,9.01
2/7/89,169.839996,8.96
2/8/89,169.440002,8.95
2/9/89,167.919998,9.13
2/10/89,165.75,9.19
2/13/89,165.869995,9.2
2/14/89,165.690002,9.23
2/15/89,166.970001,9.22
2/16/89,167.369995,9.21
2/17/89,168.339996,9.2
2/21/89,167.949997,9.22
2/22/89,165.460007,9.29
2/23/89,165.960007,9.36
2/24/89,163.610001,9.38
2/27/89,163.820007,9.36
2/28/89,164.350006,9.32
3/1/89,163.679993,9.36
3/2/89,165.130005,9.31
3/3/89,165.770004,9.31
3/6/89,167.460007,9.26
3/7/89,167.149994,9.26
3/8/89,167.300003,9.23
3/9/89,167.169998,9.24
3/10/89,166.720001,9.34
3/13/89,167.860001,9.35
3/14/89,167.75,9.32
3/15/89,168.470001,9.31
3/16/89,169.919998,9.3
3/17/89,166.330002,9.49
3/20/89,164.800003,9.53
3/21/89,165.559998,9.53
3/22/89,165.130005,9.45
3/23/89,164.479996,9.43
3/27/89,165.119995,9.44
3/28/89,165.720001,9.41
3/29/89,166.139999,9.36
3/30/89,166.320007,9.34
3/31/89,167.619995,9.3
4/3/89,168.449997,9.21
4/4/89,167.949997,9.17
4/5/89,168.479996,9.17
4/6/89,168.080002,9.2
4/7/89,169.059998,9.27
4/10/89,169.059998,9.27
4/11/89,169.800003,9.27
4/12/89,170.160004,9.29
4/13/89,168.869995,9.34
4/14/89,171.220001,9.18
4/17/89,171.399994,9.2
4/18/89,173.440002,9.06
4/19/89,174.059998,9.08
4/20/89,173.679993,9.2
4/21/89,175.240005,9.15
4/24/89,174.850006,9.15
4/25/89,174.039993,9.12
4/26/89,174.229996,9.11
4/27/89,175.559998,9.05
4/28/89,175.729996,9.02
5/1/89,175.5,9.14
5/2/89,175.130005,9.08
5/3/89,175.220001,9.06
5/4/89,175.110001,9.06
5/5/89,175.160004,8.99
5/8/89,174.309998,9.04
5/9/89,173.910004,9.15
5/10/89,174.229996,9.16
5/11/89,174.820007,9.1
5/12/89,178.169998,8.81
5/15/89,179.330002,8.82
5/16/89,179.009995,8.82
5/17/89,180.229996,8.8
5/18/89,180.610001,8.78
5/19/89,182.199997,8.71
5/22/89,182.600006,8.58
5/23/89,180.919998,8.6
5/24/89,181.320007,8.63
5/25/89,181.470001,8.67
5/26/89,182.75,8.66
5/30/89,181.669998,8.64
5/31/89,181.669998,8.6
6/1/89,183.339996,8.61
6/2/89,185.190002,8.43
6/5/89,183.509995,8.36
6/6/89,184.419998,8.36
6/7/89,185.960007,8.27
6/8/89,185.990005,8.27
6/9/89,185.949997,8.15
6/12/89,185.720001,8.16
6/13/89,184.509995,8.25
6/14/89,184.399994,8.2
6/15/89,182.440002,8.33
6/16/89,183.039993,8.35
6/19/89,183.149994,8.37
6/20/89,182.839996,8.31
6/21/89,182.490005,8.37
6/22/89,183.309998,8.38
6/23/89,186.020004,8.25
6/26/89,185.380005,8.18
6/27/89,186.350006,8.11
6/28/89,184.949997,8.17
6/29/89,181.699997,8.12
6/30/89,180.770004,8.1
7/3/89,181.350006,8.09
7/5/89,181.990005,8.11
7/6/89,182.619995,8.08
7/7/89,184.410004,8.02
7/10/89,185.5,7.99
7/11/89,186.440002,8
7/12/89,187.039993,8
7/13/89,187.25,8
7/14/89,188.029999,8.04
7/17/89,188.399994,8.05
7/18/89,187.860001,8.13
7/19/89,190.059998,8.09
7/20/89,188.970001,8.01
7/21/89,189.910004,8.07
7/24/89,188.710007,8.05
7/25/89,188.820007,8.01
7/26/89,190.809998,8.02
7/27/89,192.880005,7.92
7/28/89,193.059998,7.87
7/31/89,195,7.82
8/1/89,193.979996,7.74
8/2/89,194.300003,7.76
8/3/89,194.740005,7.8
8/4/89,194.360001,8
8/7/89,196.970001,8.03
8/8/89,197.029999,8
8/9/89,196.020004,8.05
8/10/89,196.770004,8.02
8/11/89,195.190002,8.09
8/14/89,194.220001,8.24
8/15/89,194.910004,8.21
8/16/89,195.360001,8.12
8/17/89,194.830002,8.18
8/18/89,195.570007,8.15
8/21/89,192.910004,8.2
8/22/89,193.009995,8.29
8/23/89,194.779999,8.25
8/24/89,198.210007,8.2
8/25/89,197.839996,8.21
8/28/89,198.5,8.27
8/29/89,197.460007,8.27
8/30/89,197.940002,8.25
8/31/89,198.350006,8.26
9/1/89,199.529999,8.19
9/5/89,199.050003,8.19
9/6/89,197.339996,8.17
9/7/89,196.990005,8.17
9/8/89,197.259995,8.14
9/11/89,196.639999,8.13
9/12/89,197.270004,8.13
9/13/89,195.770004,8.18
9/14/89,194.399994,8.13
9/15/89,194.929993,8.09
9/18/89,195.679993,8.1
9/19/89,195.720001,8.09
9/20/89,195.649994,8.15
9/21/89,195.419998,8.2
9/22/89,196.029999,8.22
9/25/89,194.580002,8.32
9/26/89,194.800003,8.3
9/27/89,195.110001,8.3
9/28/89,196.910004,8.3
9/29/89,197.410004,8.31
10/2/89,198.389999,8.28
10/3/89,200.289993,8.23
10/4/89,201.429993,8.22
10/5/89,201.610001,8.15
10/6/89,202.600006,8.03
10/9/89,203.100006,null
10/10/89,202.75,8.03
10/11/89,201.600006,8.07
10/12/89,200.789993,8.04
10/13/89,189.460007,7.87
10/16/89,193.039993,7.98
10/17/89,192.190002,8
10/18/89,192.720001,8.01
10/19/89,195.690002,7.96
10/20/89,195.669998,7.98
10/23/89,194.380005,7.92
10/24/89,193.320007,7.87
10/25/89,192.889999,7.86
10/26/89,190.600006,7.88
10/27/89,188.820007,7.94
10/30/89,188.710007,7.92
10/31/89,191.339996,7.92
11/1/89,191.949997,7.91
11/2/89,190.619995,7.87
11/3/89,190.240005,7.96
11/6/89,187.630005,8
11/7/89,188.580002,7.9
11/8/89,190.460007,7.87
11/9/89,189.820007,7.9
11/10/89,190.990005,7.92
11/13/89,191.229996,7.89
11/14/89,190.460007,7.87
11/15/89,191.720001,7.82
11/16/89,191.710007,7.82
11/17/89,192.240005,7.88
11/20/89,191.059998,7.86
11/21/89,190.979996,7.85
11/22/89,192.110001,7.81
11/24/89,193.169998,7.8
11/27/89,193.929993,7.85
11/28/89,194.100006,7.86
11/29/89,193.070007,7.88
11/30/89,194.050003,7.84
12/1/89,196.220001,7.81
12/4/89,196.699997,7.82
12/5/89,195.899994,7.82
12/6/89,195.410004,7.85
12/7/89,194.889999,7.88
12/8/89,195.339996,7.82
12/11/89,195.029999,7.83
12/12/89,196.309998,7.84
12/13/89,196.860001,7.82
12/14/89,195.839996,7.79
12/15/89,195.169998,7.8
12/18/89,191.75,7.77
12/19/89,190.970001,7.78
12/20/89,191.179993,7.77
12/21/89,192.300003,7.77
12/22/89,193.839996,7.82
12/26/89,193.660004,7.95
12/27/89,194.759995,7.94
12/28/89,195.720001,7.91
12/29/89,197.279999,7.93
1/2/90,200.309998,7.94
1/3/90,200.110001,7.99
1/4/90,198.850006,7.98
1/5/90,196.860001,7.99
1/8/90,197.539993,8.02
1/9/90,195.5,8.02
1/10/90,194.029999,8.03
1/11/90,194.5,8.04
1/12/90,189.949997,8.1
1/15/90,188.240005,null
1/16/90,190.059998,8.2
1/17/90,188.559998,8.19
1/18/90,188.710007,8.32
1/19/90,189.350006,8.26
1/22/90,184.889999,8.27
1/23/90,185.119995,8.26
1/24/90,184.100006,8.38
1/25/90,182.190002,8.42
1/26/90,181.630005,8.49
1/29/90,181.020004,8.5
1/30/90,179.419998,8.51
1/31/90,182.509995,8.43
2/1/90,182.610001,8.42
2/2/90,184.009995,8.5
2/5/90,184.600006,8.53
2/6/90,183.580002,8.57
2/7/90,185.570007,8.52
2/8/90,185.380005,8.49
2/9/90,185.809998,8.31
2/12/90,184.070007,8.4
2/13/90,184.350006,8.35
2/14/90,184.800003,8.36
2/15/90,186.330002,8.43
2/16/90,185.369995,8.42
2/20/90,182.899994,8.62
2/21/90,182.529999,8.62
2/22/90,181.839996,8.54
2/23/90,180.899994,8.53
2/26/90,182.850006,8.46
2/27/90,183.820007,8.41
2/28/90,184.839996,8.51
3/1/90,185.339996,8.59
3/2/90,186.949997,8.54
3/5/90,186.139999,8.65
3/6/90,188.100006,8.59
3/7/90,187.75,8.58
3/8/90,189.429993,8.57
3/9/90,188.410004,8.65
3/12/90,188.759995,8.63
3/13/90,187.5,8.73
3/14/90,187.919998,8.65
3/15/90,188.460007,8.66
3/16/90,190.279999,8.59
3/19/90,191.059998,8.59
3/20/90,190.100006,8.54
3/21/90,189.279999,8.55
3/22/90,187.070007,8.53
3/23/90,187.910004,8.52
3/26/90,188.160004,8.51
3/27/90,189.929993,8.52
3/28/90,190.059998,8.51
3/29/90,189.410004,8.6
3/30/90,189.130005,8.65
4/2/90,188.380005,8.65
4/3/90,190.839996,8.63
4/4/90,189.630005,8.55
4/5/90,189.350006,8.57
4/6/90,188.860001,8.56
4/9/90,189.410004,8.59
4/10/90,189.809998,8.6
4/11/90,189.889999,8.63
4/12/90,191.169998,8.64
4/16/90,191.399994,8.68
4/17/90,191.309998,8.77
4/18/90,189.289993,8.86
4/19/90,187.889999,8.87
4/20/90,186.330002,8.95
4/23/90,184.110001,8.98
4/24/90,183.690002,9
4/25/90,184.529999,9.01
4/26/90,184.869995,9.07
4/27/90,182.949997,9.06
4/30/90,183.759995,9.04
5/1/90,184.529999,9.08
5/2/90,185.610001,9.09
5/3/90,186.220001,9.04
5/4/90,187.630005,8.84
5/7/90,188.720001,8.87
5/8/90,189.419998,8.84
5/9/90,189.759995,8.88
5/10/90,190.410004,8.82
5/11/90,194.440002,8.64
5/14/90,195.960007,8.61
5/15/90,195.770004,8.65
5/16/90,195.630005,8.68
5/17/90,195.990005,8.69
5/18/90,196.139999,8.75
5/21/90,198.039993,8.74
5/22/90,198.380005,8.65
5/23/90,198.940002,8.61
5/24/90,198.699997,8.63
5/25/90,196.820007,8.69
5/29/90,199.630005,8.66
5/30/90,199.729996,8.62
5/31/90,199.839996,8.6
6/1/90,201.020004,8.44
6/4/90,203.270004,8.44
6/5/90,203.009995,8.47
6/6/90,202.259995,8.46
6/7/90,201.339996,8.46
6/8/90,199.139999,8.46
6/11/90,200.529999,8.48
6/12/90,202.850006,8.48
6/13/90,202.369995,8.4
6/14/90,201.309998,8.38
6/15/90,201.190002,8.46
6/18/90,198.139999,8.5
6/19/90,198.770004,8.51
6/20/90,198.949997,8.55
6/21/90,199.610001,8.52
6/22/90,197.399994,8.51
6/25/90,195.679993,8.58
6/26/90,195.479996,8.56
6/27/90,196.860001,8.52
6/28/90,198.190002,8.47
6/29/90,198.520004,8.43
7/2/90,199.160004,8.43
7/3/90,199.470001,8.4
7/5/90,197.330002,8.42
7/6/90,198.649994,8.51
7/9/90,199.139999,8.57
7/10/90,197.660004,8.57
7/11/90,199.960007,8.57
7/12/90,202.110001,8.5
7/13/90,203.070007,8.45
7/16/90,203.850006,8.44
7/17/90,202.979996,8.44
7/18/90,201.199997,8.5
7/19/90,201.509995,8.51
7/20/90,199.649994,8.48
7/23/90,196.059998,8.48
7/24/90,196.199997,8.53
7/25/90,196.919998,8.49
7/26/90,196.440002,8.49
7/27/90,195.119995,8.42
7/30/90,195.800003,8.34
7/31/90,196,8.36
8/1/90,195.660004,8.29
8/2/90,193.289993,8.41
8/3/90,189.509995,8.43
8/6/90,183.470001,8.71
8/7/90,183.759995,8.78
8/8/90,185.839996,8.77
8/9/90,186.910004,8.66
8/10/90,184.619995,8.68
8/13/90,184.610001,8.71
8/14/90,186.470001,8.66
8/15/90,186.929993,8.64
8/16/90,182.820007,8.76
8/17/90,180,8.8
8/20/90,180.009995,8.81
8/21/90,176.369995,8.84
8/22/90,173.539993,8.91
8/23/90,168.050003,9
8/24/90,170.520004,9.05
8/27/90,176.089996,8.9
8/28/90,176.160004,8.94
8/29/90,177.600006,8.84
8/30/90,175.059998,8.86
8/31/90,176.820007,8.86
9/4/90,177.020004,8.9
9/5/90,177.759995,8.86
9/6/90,175.830002,8.84
9/7/90,177.350006,8.81
9/10/90,176.699997,8.85
9/11/90,176.330002,8.83
9/12/90,177.020004,8.82
9/13/90,174.979996,8.82
9/14/90,173.940002,8.87
9/17/90,174.309998,8.9
9/18/90,174.559998,8.9
9/19/90,173.649994,8.88
9/20/90,170.830002,8.91
9/21/90,170.570007,8.99
9/24/90,166.789993,9.04
9/25/90,168.619995,9.02
9/26/90,166.869995,9
9/27/90,164.460007,8.91
9/28/90,167.029999,8.82
10/1/90,171.789993,8.71
10/2/90,172.130005,8.69
10/3/90,170.070007,8.71
10/4/90,170.559998,8.67
10/5/90,169.839996,8.65
10/8/90,170.839996,null
10/9/90,166.440002,8.83
10/10/90,163.889999,8.89
10/11/90,161.100006,8.92
10/12/90,163.399994,8.84
10/15/90,165.009995,8.8
10/16/90,162.75,8.79
10/17/90,162.75,8.76
10/18/90,166.399994,8.71
10/19/90,169.679993,8.62
10/22/90,170.850006,8.63
10/23/90,169.820007,8.65
10/24/90,169.889999,8.66
10/25/90,168.740005,8.62
10/26/90,165.869995,8.63
10/29/90,164.330002,8.7
10/30/90,165.210007,8.7
10/31/90,165.289993,8.65
11/1/90,166.75,8.57
11/2/90,169.350006,8.57
11/5/90,170.830002,8.5
11/6/90,169.610001,8.52
11/7/90,166.800003,8.57
11/8/90,167.529999,8.58
11/9/90,170.639999,8.49
11/12/90,173.949997,null
11/13/90,173.279999,8.37
11/14/90,174.809998,8.36
11/15/90,173.210007,8.37
11/16/90,173.199997,8.3
11/19/90,174.25,8.35
11/20/90,172.240005,8.31
11/21/90,172.470001,8.27
11/23/90,172.039993,8.28
11/26/90,172.660004,8.27
11/27/90,173.660004,8.28
11/28/90,173.789993,8.3
11/29/90,173.070007,8.32
11/30/90,175.970001,8.26
12/3/90,177.110001,8.22
12/4/90,178.350006,8.2
12/5/90,180.550003,8.16
12/6/90,180.119995,8.18
12/7/90,179.429993,8.03
12/10/90,179.970001,7.98
12/11/90,178.779999,7.94
12/12/90,180.580002,7.91
12/13/90,180.339996,7.98
12/14/90,178.889999,8.05
12/17/90,178.330002,8.02
12/18/90,180.479996,7.99
12/19/90,180.720001,8
12/20/90,180.809998,8.05
12/21/90,181.490005,8.11
12/24/90,180.589996,8.2
12/26/90,181.119995,8.15
12/27/90,179.979996,8.11
12/28/90,180.059998,8.14
12/31/90,180.860001,8.08
1/2/91,178.979996,7.97
1/3/91,176.639999,7.93
1/4/91,176.259995,8.02
1/7/91,173.199997,8.13
1/8/91,172.779999,8.16
1/9/91,171.169998,8.25
1/10/91,172.759995,8.16
1/11/91,173.130005,8.2
1/14/91,171.389999,8.23
1/15/91,171.990005,8.22
1/16/91,173.619995,8.24
1/17/91,179.770004,8.05
1/18/91,181.630005,8.03
1/21/91,181.309998,null
1/22/91,180.100006,8.07
1/23/91,181.210007,8.04
1/24/91,183.800003,8
1/25/91,184.610001,8.06
1/28/91,184.789993,8.06
1/29/91,184.899994,8.05
1/30/91,187.75,8.05
1/31/91,189.479996,8.03
2/1/91,189.380005,7.91
2/4/91,192.619995,7.88
2/5/91,194.289993,7.85
2/6/91,197.720001,7.79
2/7/91,196.789993,7.82
2/8/91,198.139999,7.77
2/11/91,202.929993,7.78
2/12/91,201.529999,7.78
2/13/91,203.369995,7.78
2/14/91,201.029999,7.8
2/15/91,203.520004,7.78
2/19/91,203.720001,7.8
2/20/91,201.5,7.84
2/21/91,201.490005,7.88
2/22/91,201.990005,7.91
2/25/91,202.789993,7.91
2/26/91,200.490005,7.96
2/27/91,202.979996,7.98
2/28/91,202.940002,8.02
3/1/91,204.740005,8.12
3/4/91,204.539993,8.12
3/5/91,208.529999,8.08
3/6/91,208.289993,8.11
3/7/91,208.210007,8.07
3/8/91,207.710007,8.13
3/11/91,206.570007,8.06
3/12/91,204.800003,8.09
3/13/91,207.149994,8.02
3/14/91,206.789993,8.02
3/15/91,206.610001,8.1
3/18/91,205.949997,8.15
3/19/91,203.199997,8.25
3/20/91,203.910004,8.2
3/21/91,203.399994,8.16
3/22/91,203.740005,8.13
3/25/91,205.149994,8.13
3/26/91,208.639999,8.13
3/27/91,208.550003,8.08
3/28/91,208.529999,8.05
4/1/91,206.600006,8.07
4/2/91,210.850006,8.03
4/3/91,210.910004,8.05
4/4/91,211.350006,8
4/5/91,209.25,7.99
4/8/91,210.669998,7.98
4/9/91,208.220001,8.03
4/10/91,207.889999,8.1
4/11/91,210.320007,8.09
4/12/91,211.660004,7.98
4/15/91,212,7.95
4/16/91,215.309998,7.97
4/17/91,216.990005,7.95
4/18/91,215.910004,8.02
4/19/91,213.710007,8.1
4/22/91,211.720001,8.15
4/23/91,212.009995,8.12
4/24/91,212.539993,8.06
4/25/91,210.880005,8.07
4/26/91,210.619995,8.06
4/29/91,207.800003,8.07
4/30/91,208.309998,8.02
5/1/91,210.919998,8.01
5/2/91,211.270004,7.97
5/3/91,211.509995,8.04
5/6/91,211.110001,8.05
5/7/91,209.779999,8.06
5/8/91,210.300003,8.04
5/9/91,212.690002,8.02
5/10/91,209.050003,8.12
5/13/91,209.5,8.07
5/14/91,206.850006,8.14
5/15/91,204.75,8.13
5/16/91,206.669998,8.12
5/17/91,206.789993,8.08
5/20/91,206.639999,8.1
5/21/91,208.199997,8.06
5/22/91,208.789993,8.06
5/23/91,208.449997,8.1
5/24/91,209.699997,8.1
5/28/91,211.940002,8.07
