Date,RUA Close,Risk-Free TNX
7/7/95,318.380005,6.018
7/10/95,317.869995,6.022
7/11/95,316.690002,6.089
7/12/95,320.200012,6.089
7/13/95,320.440002,6.072
7/14/95,319.920013,6.135
7/17/95,321.160004,6.202
7/18/95,318.779999,6.257
7/19/95,313.75,6.412
7/20/95,315.459991,6.407
7/21/95,315.799988,6.494
7/24/95,317.899994,6.437
7/25/95,320.429993,6.411
7/26/95,321.089996,6.463
7/27/95,323.480011,6.416
7/28/95,322.519989,6.472
7/31/95,322.25,6.429
8/1/95,320.720001,6.489
8/2/95,320.079987,6.429
8/3/95,319.820007,6.507
8/4/95,320.140015,6.472
8/7/95,320.970001,6.455
8/8/95,321.149994,6.45
8/9/95,321.059998,6.476
8/10/95,320.070007,6.513
8/11/95,318.929993,6.586
8/14/95,321.420013,6.578
8/15/95,321.040009,6.578
8/16/95,322.359985,6.534
8/17/95,322.279999,6.565
8/18/95,322.450012,6.56
8/21/95,321.859985,6.526
8/22/95,322.480011,6.556
8/23/95,321.540009,6.577
8/24/95,321.429993,6.487
8/25/95,322.779999,6.38
8/28/95,322.089996,6.328
8/29/95,322.290009,6.358
8/30/95,323.290009,6.324
8/31/95,324.23999,6.273
9/1/95,325.25,6.21
9/5/95,328.369995,6.163
9/6/95,329.399994,6.168
9/7/95,329.600006,6.201
9/8/95,331.220001,6.234
9/11/95,331.859985,6.222
9/12/95,333.040009,6.15
9/13/95,334.23999,6.175
9/14/95,336.519989,6.071
9/15/95,336.029999,6.104
9/18/95,335.690002,6.166
9/19/95,336.75,6.133
9/20/95,338.23999,6.095
9/21/95,336.149994,6.2
9/22/95,335.230011,6.233
9/25/95,334.769989,6.229
9/26/95,334.480011,6.259
9/27/95,333.730011,6.271
9/28/95,336.690002,6.259
9/29/95,336.25,6.157
10/2/95,334.380005,6.144
10/3/95,334.109985,6.115
10/4/95,332.850006,6.085
10/5/95,333.75,6.069
10/6/95,333.859985,6.06
10/9/95,330.619995,null
10/10/95,329.890015,6.064
10/11/95,331.899994,6.076
10/12/95,334.390015,6.047
10/13/95,335.48999,5.939
10/16/95,334.829987,5.955
10/17/95,337.01001,5.943
10/18/95,337.679993,5.967
10/19/95,338.869995,5.959
10/20/95,337.029999,6.017
10/23/95,335.730011,6.05
10/24/95,336.230011,5.996
10/25/95,333.450012,5.991
10/26/95,330.179993,6.05
10/27/95,331.660004,6.024
10/30/95,333.809998,6.024
10/31/95,332.839996,6.003
11/1/95,334.559998,5.962
11/2/95,337.970001,5.903
11/3/95,338.940002,5.915
11/6/95,338,5.94
11/7/95,336.380005,5.973
11/8/95,338.980011,5.903
11/9/95,340.23999,5.952
11/10/95,339.970001,5.985
11/13/95,339.570007,5.956
11/14/95,337.540009,5.952
11/15/95,339.5,5.981
11/16/95,341.540009,5.914
11/17/95,342.959991,5.897
11/20/95,340.779999,5.914
11/21/95,341.920013,5.934
11/22/95,341.130005,5.925
11/24/95,342.23999,5.896
11/27/95,342.980011,5.87
11/28/95,345.809998,5.875
11/29/95,347.040009,5.837
11/30/95,346.720001,5.745
12/1/95,347.26001,5.704
12/4/95,351.029999,5.618
12/5/95,352.799988,5.65
12/6/95,353.559998,5.667
12/7/95,351.230011,5.712
12/8/95,351.920013,5.728
12/11/95,352.950012,5.695
12/12/95,352.119995,5.712
12/13/95,353.73999,5.732
12/14/95,350.839996,5.736
12/15/95,350.160004,5.74
12/18/95,344.26001,5.841
12/19/95,347.549988,5.732
12/20/95,345.320007,5.74
12/21/95,347.839996,5.749
12/22/95,348.829987,5.69
12/26/95,350.160004,5.678
12/27/95,350.529999,5.645
12/28/95,350.429993,5.62
12/29/95,351.910004,5.575
1/2/96,354.109985,5.587
1/3/96,354.029999,5.566
1/4/96,351.359985,5.619
1/5/96,350.829987,5.677
1/8/96,351.679993,5.673
1/9/96,346.279999,5.673
1/10/96,340.200012,5.739
1/11/96,343.040009,5.756
1/12/96,342.720001,5.752
1/15/96,341.109985,null
1/16/96,345.040009,5.656
1/17/96,344.730011,5.557
1/18/96,345.910004,5.516
1/19/96,348.01001,5.515
1/22/96,349.190002,5.589
1/23/96,349.070007,5.635
1/24/96,352.959991,5.593
1/25/96,351.5,5.68
1/26/96,353.880005,5.626
1/29/96,355.140015,5.672
1/30/96,358.429993,5.614
1/31/96,361.559998,5.581
2/1/96,363.01001,5.601
2/2/96,361.839996,5.642
2/5/96,364.730011,5.68
2/6/96,367.410004,5.655
2/7/96,368.970001,5.659
2/8/96,372.079987,5.658
2/9/96,372.369995,5.65
2/12/96,374.600006,5.596
2/13/96,373.799988,5.567
2/14/96,371.809998,5.613
2/15/96,370.369995,5.691
2/16/96,368.76001,5.75
2/20/96,364.869995,5.991
2/21/96,368.769989,5.974
2/22/96,374.670013,5.91
2/23/96,374.890015,5.965
2/26/96,370.859985,5.995
2/27/96,369.209991,6.047
2/28/96,368.380005,6.107
2/29/96,366.079987,6.112
3/1/96,367.380005,5.978
3/4/96,370.880005,5.906
3/5/96,373.48999,5.953
3/6/96,371.829987,6.039
3/7/96,372.589996,6.06
3/8/96,361.549988,6.412
3/11/96,364.859985,6.305
3/12/96,363.140015,6.341
3/13/96,364.25,6.336
3/14/96,365.579987,6.35
3/15/96,366.160004,6.453
3/18/96,372.070007,6.422
3/19/96,371.48999,6.395
3/20/96,370.570007,6.328
3/21/96,370.26001,6.271
3/22/96,371,6.311
3/25/96,370.130005,6.227
3/26/96,371.369995,6.232
3/27/96,369.940002,6.312
3/28/96,370.100006,6.405
3/29/96,369.079987,6.334
4/1/96,373.279999,6.308
4/2/96,374.130005,6.237
4/3/96,374.519989,6.255
4/4/96,374.529999,6.326
4/8/96,367.98999,6.611
4/9/96,367.399994,6.551
4/10/96,362.839996,6.615
4/11/96,360.910004,6.671
4/12/96,364.100006,6.498
4/15/96,367.269989,6.462
4/16/96,369,6.458
4/17/96,367.100006,6.507
4/18/96,368.670013,6.558
4/19/96,369.51001,6.513
4/22/96,371.399994,6.468
4/23/96,373.609985,6.495
4/24/96,373.329987,6.554
4/25/96,374.890015,6.541
4/26/96,375.309998,6.519
4/29/96,375.709991,6.569
4/30/96,375.660004,6.633
5/1/96,376.329987,6.666
5/2/96,370.149994,6.833
5/3/96,369.649994,6.876
5/6/96,369.01001,6.839
5/7/96,367.359985,6.848
5/8/96,370.170013,6.797
5/9/96,370.880005,6.831
5/10/96,374.850006,6.74
5/13/96,379.869995,6.706
5/14/96,382.390015,6.646
5/15/96,382.339996,6.633
5/16/96,382.51001,6.693
5/17/96,384.690002,6.645
5/20/96,386.940002,6.611
5/21/96,386.649994,6.636
5/22/96,389.309998,6.619
5/23/96,388.130005,6.675
5/24/96,389.220001,6.64
5/28/96,385.799988,6.657
5/29/96,383.320007,6.765
5/30/96,385.410004,6.757
5/31/96,384.390015,6.844
6/3/96,383.589996,6.861
6/4/96,386.309998,6.843
6/5/96,389.290009,6.817
6/6/96,386.279999,6.747
6/7/96,385.829987,6.918
6/10/96,385.480011,6.958
6/11/96,384.899994,6.98
6/12/96,384.290009,7.015
6/13/96,383.320007,7.002
6/14/96,381.920013,6.936
6/17/96,381.369995,6.887
6/18/96,379.070007,6.913
6/19/96,378.769989,6.953
6/20/96,378.109985,6.962
6/21/96,380.339996,6.944
6/24/96,381.48999,6.927
6/25/96,380.899994,6.896
6/26/96,377.980011,6.896
6/27/96,380.399994,6.816
6/28/96,382.470001,6.711
7/1/96,385.519989,6.724
7/2/96,384.230011,6.786
7/3/96,383.059998,6.755
7/5/96,375.079987,7.047
7/8/96,371.920013,7.047
7/9/96,373.160004,7.002
7/10/96,372.820007,6.93
7/11/96,366.230011,6.886
7/12/96,366.380005,6.834
7/15/96,356.600006,6.873
7/16/96,354.98999,6.808
7/17/96,359.609985,6.821
7/18/96,365.290009,6.709
7/19/96,362.450012,6.773
7/22/96,359.26001,6.825
7/23/96,354.720001,6.795
7/24/96,353.850006,6.864
7/25/96,356.959991,6.851
7/26/96,360.26001,6.837
7/29/96,357.420013,6.916
7/30/96,359.48999,6.872
7/31/96,361.98999,6.79
8/1/96,367.839996,6.626
8/2/96,374.980011,6.494
8/5/96,373.769989,6.511
8/6/96,375.040009,6.532
8/7/96,376.429993,6.54
8/8/96,375.609985,6.557
8/9/96,375.179993,6.489
8/12/96,376.809998,6.476
8/13/96,373.76001,6.565
8/14/96,375.149994,6.565
8/15/96,375.470001,6.608
8/16/96,376.869995,6.543
8/19/96,377.390015,6.573
8/20/96,376.779999,6.573
8/21/96,376.519989,6.603
8/22/96,379.899994,6.611
8/23/96,378.369995,6.701
8/26/96,376.899994,6.792
8/27/96,378.540009,6.766
8/28/96,378.339996,6.783
8/29/96,374.679993,6.849
8/30/96,372.089996,6.936
9/3/96,372.820007,6.892
9/4/96,373.459991,6.927
9/5/96,369.839996,6.963
9/6/96,373.440002,6.923
9/9/96,377.279999,6.883
9/10/96,377.48999,6.918
9/11/96,379.209991,6.923
9/12/96,381.519989,6.861
9/13/96,386.589996,6.721
9/16/96,388.410004,6.708
9/17/96,388.070007,6.791
9/18/96,387.269989,6.813
9/19/96,388.049988,6.843
9/20/96,390.26001,6.826
9/23/96,389.690002,6.808
9/24/96,389.570007,6.742
9/25/96,390.190002,6.686
9/26/96,390.859985,6.638
9/27/96,391.059998,6.668
9/30/96,391.720001,6.699
10/1/96,392.269989,6.629
10/2/96,395.220001,6.59
10/3/96,394.529999,6.59
10/4/96,399.149994,6.461
10/7/96,399.890015,6.513
10/8/96,398.170013,6.521
10/9/96,396.119995,6.543
10/10/96,395.130005,6.599
10/11/96,398.209991,6.547
10/14/96,399.920013,null
10/15/96,399.359985,6.547
10/16/96,399.940002,6.565
10/17/96,401.059998,6.5
10/18/96,402.720001,6.483
10/21/96,401.700012,6.504
10/22/96,399.269989,6.551
10/23/96,399.5,6.547
10/24/96,397.399994,6.564
10/25/96,396.660004,6.53
10/28/96,394.25,6.543
10/29/96,395.700012,6.388
10/30/96,395.670013,6.384
10/31/96,398.320007,6.349
11/1/96,397.799988,6.362
11/4/96,399.190002,6.341
11/5/96,402.940002,6.273
11/6/96,408.630005,6.281
11/7/96,410.440002,6.243
11/8/96,411.839996,6.255
11/11/96,412.540009,null
11/12/96,411.609985,6.171
11/13/96,412.420013,6.188
11/14/96,414.98999,6.142
11/15/96,415.399994,6.167
11/18/96,414.839996,6.183
11/19/96,417.25,6.154
11/20/96,418.299988,6.116
11/21/96,417.48999,6.12
11/22/96,420.73999,6.128
11/25/96,425.170013,6.115
11/26/96,424.48999,6.115
11/27/96,424.390015,6.119
11/29/96,425.420013,6.04
12/2/96,425.720001,6.052
12/3/96,422.420013,6.044
12/4/96,420.859985,6.098
12/5/96,420.48999,6.207
12/6/96,417.619995,6.241
12/9/96,423.390015,6.194
12/10/96,422.279999,6.203
12/11/96,418.369995,6.347
12/12/96,412.679993,6.377
12/13/96,411.720001,6.313
12/16/96,407.160004,6.36
12/17/96,409.450012,6.394
12/18/96,412.839996,6.438
12/19/96,419.880005,6.338
12/20/96,421.309998,6.334
12/23/96,420,6.325
12/24/96,422.200012,6.33
12/26/96,424.609985,6.334
12/27/96,425.5,6.282
12/30/96,424.559998,6.286
12/31/96,419.440002,6.407
1/2/97,416.459991,6.524
1/3/97,422.410004,6.498
1/6/97,422.579987,6.52
1/7/97,425.559998,6.555
1/8/97,423.380005,6.568
1/9/97,426.660004,6.507
1/10/97,429.01001,6.608
1/13/97,428.859985,6.604
1/14/97,433.880005,6.511
1/15/97,432.920013,6.511
1/16/97,434.23999,6.56
1/17/97,437.640015,6.529
1/20/97,438.519989,null
1/21/97,441.420013,6.494
1/22/97,443.26001,6.529
1/23/97,439.359985,6.564
1/24/97,435.109985,6.613
1/27/97,431.869995,6.657
1/28/97,432.140015,6.622
1/29/97,435.25,6.604
1/30/97,441.109985,6.582
1/31/97,442.279999,6.503
2/3/97,442.480011,6.437
2/4/97,443.200012,6.428
2/5/97,437.329987,6.437
2/6/97,438.470001,6.454
2/7/97,443.019989,6.393
2/10/97,440.429993,6.398
2/11/97,441.910004,6.402
2/12/97,448.899994,6.415
2/13/97,453.670013,6.31
2/14/97,452.48999,6.263
2/18/97,456.029999,6.267
2/19/97,454.549988,6.284
2/20/97,449.269989,6.34
2/21/97,448.190002,6.348
2/24/97,452.220001,6.378
2/25/97,453.309998,6.383
2/26/97,449.920013,6.552
2/27/97,444.119995,6.561
2/28/97,441.809998,6.535
3/3/97,444,6.557
3/4/97,442.559998,6.583
3/5/97,447.850006,6.579
3/6/97,446.429993,6.605
3/7/97,449.679993,6.552
3/10/97,453.899994,6.548
3/11/97,452.959991,6.557
3/12/97,449.049988,6.583
3/13/97,441.200012,6.712
3/14/97,442.730011,6.685
3/17/97,442.829987,6.699
3/18/97,439.559998,6.712
3/19/97,436.850006,6.726
3/20/97,435.980011,6.726
3/21/97,436.410004,6.73
3/24/97,439.179993,6.708
3/25/97,438.790009,6.748
3/26/97,439.670013,6.784
3/27/97,431.119995,6.884
3/31/97,421.320007,6.907
4/1/97,422.309998,6.88
4/2/97,417.369995,6.862
4/3/97,417.410004,6.853
4/4/97,422.109985,6.908
4/7/97,425.220001,6.858
4/8/97,427.170013,6.89
4/9/97,424.600006,6.89
4/10/97,422.940002,6.894
4/11/97,412.160004,6.963
4/14/97,414.799988,6.964
4/15/97,420.170013,6.868
4/16/97,424.019989,6.886
4/17/97,423.480011,6.845
4/18/97,425.26001,6.823
4/21/97,421.230011,6.859
4/22/97,427.75,6.828
4/23/97,427.549988,6.869
4/24/97,426.51001,6.91
4/25/97,422.609985,6.928
4/28/97,426.420013,6.901
4/29/97,437.429993,6.751
4/30/97,441.429993,6.702
5/1/97,440.73999,6.68
5/2/97,449.399994,6.666
5/5/97,459.279999,6.653
5/6/97,457.720001,6.649
5/7/97,451.859985,6.725
5/8/97,453.970001,6.707
5/9/97,456.200012,6.651
5/12/97,462.5,6.634
5/13/97,460.25,6.699
5/14/97,461.929993,6.673
5/15/97,465,6.655
5/16/97,459.26001,6.69
5/19/97,460.839996,6.694
5/20/97,465.119995,6.69
5/21/97,464.390015,6.725
5/22/97,462.720001,6.742
5/23/97,468.890015,6.729
5/27/97,470.390015,6.782
5/28/97,469.51001,6.782
5/29/97,468.019989,6.738
5/30/97,470.660004,6.663
6/2/97,470.26001,6.646
6/3/97,469.679993,6.616
6/4/97,467.190002,6.611
6/5/97,469.100006,6.607
6/6/97,475.98999,6.49
6/9/97,478.369995,6.538
6/10/97,479.209991,6.55
6/11/97,481.329987,6.542
6/12/97,488.079987,6.464
6/13/97,493.109985,6.413
6/16/97,493.369995,6.387
6/17/97,494,6.413
6/18/97,491.820007,6.383
6/19/97,496.730011,6.383
6/20/97,496.5,6.357
6/23/97,486.790009,6.391
6/24/97,495.049988,6.399
6/25/97,491.290009,6.434
6/26/97,488.529999,6.481
6/27/97,490.670013,6.446
6/30/97,489.619995,6.502
7/1/97,492.589996,6.438
7/2/97,498.779999,6.403
7/3/97,504.970001,6.288
7/7/97,503.160004,6.25
7/8/97,506.690002,6.258
7/9/97,501.600006,6.233
7/10/97,504.619995,6.241
7/11/97,506.679993,6.22
7/14/97,507.790009,6.237
7/15/97,511.570007,6.245
7/16/97,517.349976,6.182
7/17/97,514.47998,6.181
7/18/97,507.040009,6.232
7/21/97,505.309998,6.253
7/22/97,515.47998,6.143
7/23/97,517.210022,6.122
7/24/97,518.940002,6.135
7/25/97,518.380005,6.164
7/28/97,517.130005,6.138
7/29/97,520.150024,6.088
7/30/97,525.890015,6.042
7/31/97,527.01001,6.004
8/1/97,523.909973,6.18
8/4/97,525.460022,6.214
8/5/97,527.27002,6.222
8/6/97,531.369995,6.205
8/7/97,526.869995,6.223
8/8/97,517.429993,6.364
8/11/97,518.469971,6.351
8/12/97,513.77002,6.373
8/13/97,512.099976,6.343
8/14/97,513.679993,6.261
8/15/97,502.559998,6.248
8/18/97,507.26001,6.201
8/19/97,514.27002,6.205
8/20/97,521.400024,6.227
8/21/97,514.650024,6.291
8/22/97,513.530029,6.364
8/25/97,512.75,6.382
8/26/97,509.619995,6.373
8/27/97,510.299988,6.369
8/28/97,505.98999,6.291
8/29/97,504.73999,6.33
9/2/97,517.640015,6.295
9/3/97,518.369995,6.304
9/4/97,519.919983,6.317
9/5/97,520.01001,6.343
9/8/97,521.570007,6.317
9/9/97,523.030029,6.326
9/10/97,516.469971,6.343
9/11/97,513.26001,6.373
9/12/97,519.289978,6.278
9/15/97,517.690002,6.265
9/16/97,529.960022,6.094
9/17/97,529.5,6.086
9/18/97,531.590027,6.09
9/19/97,533.119995,6.077
9/22/97,535.869995,6.048
9/23/97,534.289978,6.081
9/24/97,530.820007,6.035
9/25/97,527.409973,6.115
9/26/97,530.929993,6.073
9/29/97,535.190002,6.081
9/30/97,532.72998,6.107
10/1/97,536.349976,6.026
10/2/97,539.320007,6.001
10/3/97,542.049988,5.996
10/6/97,546.01001,5.954
10/7/97,551.25,5.925
10/8/97,547.280029,6.073
10/9/97,546.219971,6.081
10/10/97,544.640015,6.136
10/13/97,545.219971,null
10/14/97,545.719971,6.06
10/15/97,543.710022,6.094
10/16/97,538.059998,6.081
10/17/97,531.190002,6.145
10/20/97,537.27002,6.132
10/21/97,546.22998,6.128
10/22/97,544.820007,6.115
10/23/97,534.679993,6.017
10/24/97,529.679993,6
10/27/97,494.910004,5.899
10/28/97,516.580017,5.966
10/29/97,516.580017,5.903
10/30/97,508.079987,5.836
10/31/97,514.070007,5.819
11/3/97,526.640015,5.894
11/4/97,527.98999,5.936
11/5/97,529.789978,5.932
11/6/97,527.210022,5.889
11/7/97,520.710022,5.885
11/10/97,517.76001,5.906
11/11/97,518.369995,null
11/12/97,508.23999,5.885
11/13/97,512.929993,5.86
11/14/97,519.349976,5.847
11/17/97,529.119995,5.834
11/18/97,524.929993,5.834
11/19/97,527.570007,5.801
11/20/97,535.179993,5.826
11/21/97,536.900024,5.805
11/24/97,528.190002,5.851
11/25/97,530.27002,5.838
11/26/97,531.130005,5.851
11/28/97,533.080017,5.851
12/1/97,543.210022,5.846
12/2/97,541.580017,5.846
12/3/97,544.419983,5.825
12/4/97,543.309998,5.834
12/5/97,548.820007,5.892
12/8/97,548.76001,5.943
12/9/97,544.97998,5.939
12/10/97,541.049988,5.892
12/11/97,532.48999,5.812
12/12/97,531,5.732
12/15/97,535.169983,5.766
12/16/97,538.369995,5.761
12/17/97,537.719971,5.791
12/18/97,532.059998,5.749
12/19/97,528.47998,5.711
12/22/97,531.830017,5.711
12/23/97,525.22998,5.719
12/24/97,522.200012,5.727
12/26/97,524.070007,5.735
12/29/97,532.690002,5.748
12/30/97,542.309998,5.786
12/31/97,543.049988,5.739
1/2/98,544.47998,5.655
1/5/98,545.76001,5.498
1/6/98,539.890015,5.473
1/7/98,537.75,5.527
1/8/98,533.390015,5.465
1/9/98,517.679993,5.379
1/12/98,522.030029,5.37
1/13/98,529.789978,5.399
1/14/98,533.440002,5.439
1/15/98,530.099976,5.46
1/16/98,535.719971,5.513
1/20/98,544.719971,5.546
1/21/98,540.969971,5.525
1/22/98,536.799988,5.533
1/23/98,533.830017,5.683
1/26/98,532.5,5.616
1/27/98,538.02002,5.683
1/28/98,543.349976,5.679
1/29/98,547.780029,5.557
1/30/98,545.27002,5.512
2/2/98,556.530029,5.557
2/3/98,559.179993,5.545
2/4/98,560.169983,5.549
2/5/98,558.890015,5.599
2/6/98,563.219971,5.602
2/9/98,562.700012,5.64
2/10/98,567.369995,5.623
2/11/98,568.210022,5.573
2/12/98,570.380005,5.525
2/13/98,568.919983,5.475
2/17/98,569.919983,5.43
2/18/98,574.719971,5.475
2/19/98,573.140015,5.496
2/20/98,575.539978,5.524
2/23/98,577.830017,5.57
2/24/98,573.47998,5.674
2/25/98,580.030029,5.616
2/26/98,583.340027,5.641
2/27/98,583.580017,5.616
3/2/98,582.869995,5.703
3/3/98,584.679993,5.754
3/4/98,582.619995,5.75
3/5/98,575.789978,5.767
3/6/98,586.77002,5.712
3/9/98,584.830017,5.657
3/10/98,591.26001,5.653
3/11/98,594.059998,5.616
3/12/98,594.809998,5.553
3/13/98,594.289978,5.57
3/16/98,599.719971,5.528
3/17/98,600.5,5.549
3/18/98,603.210022,5.561
3/19/98,605.549988,5.574
3/20/98,609.549988,5.561
3/23/98,607.469971,5.561
3/24/98,612.900024,5.561
3/25/98,611.22998,5.624
3/26/98,610.919983,5.658
3/27/98,608.140015,5.67
3/30/98,607.090027,5.704
3/31/98,611.76001,5.662
4/1/98,615.409973,5.603
4/2/98,621.200012,5.545
4/3/98,622.469971,5.453
4/6/98,620.98999,5.495
4/7/98,614.609985,5.516
4/8/98,610.880005,5.57
4/9/98,615.809998,5.574
4/13/98,615.690002,5.649
4/14/98,619.5,5.616
4/15/98,621.640015,5.595
4/16/98,615.820007,5.574
4/17/98,623.119995,5.578
4/20/98,624.299988,5.629
4/21/98,625.51001,5.667
4/22/98,627.210022,5.671
4/23/98,620.859985,5.675
4/24/98,614.559998,5.654
4/27/98,601.809998,5.79
4/28/98,602.400024,5.794
4/29/98,607.820007,5.799
4/30/98,616.940002,5.667
5/1/98,621.359985,5.654
5/4/98,622.210022,5.654
5/5/98,618.580017,5.684
5/6/98,613.159973,5.659
5/7/98,607.97998,5.659
5/8/98,614.659973,5.697
5/11/98,613.340027,5.769
5/12/98,617.059998,5.688
5/13/98,618.450012,5.667
5/14/98,617.549988,5.666
5/15/98,612.640015,5.67
5/18/98,610.609985,5.629
5/19/98,612.929993,5.646
5/20/98,616.5,5.6
5/21/98,614.219971,5.641
5/22/98,611.299988,5.625
5/26/98,602.340027,5.575
5/27/98,600.340027,5.546
5/28/98,603.780029,5.571
5/29/98,601.059998,5.546
6/1/98,599.77002,5.521
6/2/98,600.609985,5.55
6/3/98,595.650024,5.558
6/4/98,601.72998,5.583
6/5/98,610.969971,5.571
6/8/98,612.580017,5.575
6/9/98,614.049988,5.575
6/10/98,609.950012,5.501
6/11/98,600.77002,5.431
6/12/98,601.799988,5.41
6/15/98,590.409973,5.37
6/16/98,595.960022,5.431
6/17/98,605.950012,5.529
6/18/98,605.080017,5.492
6/19/98,602,5.459
6/22/98,604.049988,5.451
6/23/98,612.469971,5.438
6/24/98,619.109985,5.451
6/25/98,617.340027,5.459
6/26/98,619,5.442
6/29/98,622.429993,5.459
6/30/98,620.619995,5.434
7/1/98,627.950012,5.426
7/2/98,626.960022,5.401
7/6/98,632.419983,5.381
7/7/98,631.390015,5.405
7/8/98,637.330017,5.421
7/9/98,633.940002,5.393
7/10/98,636.109985,5.405
7/13/98,636.710022,5.45
7/14/98,642.280029,5.474
7/15/98,641.780029,5.47
7/16/98,646.190002,5.487
7/17/98,647.539978,5.499
7/20/98,646.599976,5.466
7/21/98,636.669983,5.437
7/22/98,634.820007,5.445
7/23/98,622.119995,5.429
7/24/98,622.070007,5.441
7/27/98,623.280029,5.453
7/28/98,614.159973,5.478
7/29/98,611.559998,5.511
7/30/98,620.650024,5.49
7/31/98,608.820007,5.494
8/3/98,603.869995,5.445
8/4/98,582.309998,5.428
8/5/98,585.530029,5.42
8/6/98,591.5,5.432
8/7/98,593.820007,5.387
8/10/98,590.200012,5.399
8/11/98,580.890015,5.362
8/12/98,589.780029,5.387
8/13/98,584.75,5.424
8/14/98,579.02002,5.386
8/17/98,588.51001,5.39
8/18/98,597.929993,5.403
8/19/98,595.309998,5.411
8/20/98,591.130005,5.374
8/21/98,584.700012,5.316
8/24/98,587.400024,5.287
8/25/98,588.820007,5.238
8/26/98,582.719971,5.19
8/27/98,560,5.101
8/28/98,551.27002,5.08
8/31/98,514.669983,5.032
9/1/98,531.840027,5.036
9/2/98,532.700012,5.076
9/3/98,527.369995,5.02
9/4/98,523.190002,4.999
9/8/98,549.219971,5.031
9/9/98,539.830017,4.935
9/10/98,525.900024,4.738
9/11/98,540.73999,4.824
9/14/98,551.640015,4.847
9/15/98,555.849976,4.875
9/16/98,560.549988,4.851
9/17/98,547.48999,4.768
9/18/98,549.880005,4.678
9/21/98,551.349976,4.658
9/22/98,555.26001,4.713
9/23/98,573.530029,4.658
9/24/98,561.559998,4.607
9/25/98,562.109985,4.576
9/28/98,564.049988,4.587
9/29/98,563.799988,4.564
9/30/98,548.72998,4.41
10/1/98,531.090027,4.304
10/2/98,538.900024,4.28
10/5/98,529.01001,4.149
10/6/98,526.049988,4.22
10/7/98,517.390015,4.393
10/8/98,509.100006,4.546
10/9/98,522.76001,4.772
10/12/98,530.950012,null
10/13/98,528.48999,4.724
10/14/98,534.659973,4.556
10/15/98,556.51001,4.56
10/16/98,562.400024,4.417
10/19/98,567.23999,4.436
10/20/98,569.369995,4.52
10/21/98,572.320007,4.551
10/22/98,577.190002,4.582
10/23/98,573.809998,4.663
10/26/98,575.77002,4.698
10/27/98,572.429993,4.589
10/28/98,573.880005,4.577
10/29/98,582.960022,4.507
10/30/98,590.080017,4.603
11/2/98,598.419983,4.744
11/3/98,597.909973,4.74
11/4/98,603.01001,4.879
11/5/98,610.789978,4.818
11/6/98,614.799988,4.922
11/9/98,609.23999,4.866
11/10/98,608.01001,4.818
11/11/98,603.869995,null
11/12/98,602.380005,4.77
11/13/98,605.690002,4.806
11/16/98,610.690002,4.838
11/17/98,612.640015,4.85
11/18/98,615.909973,4.842
11/19/98,620.080017,4.846
11/20/98,625.130005,4.81
11/23/98,637.440002,4.83
11/24/98,634.809998,4.842
11/25/98,637.150024,4.822
11/27/98,640.02002,4.802
11/30/98,625.52002,4.726
12/1/98,631.140015,4.659
12/2/98,629.780029,4.568
12/3/98,619.969971,4.564
12/4/98,632.780029,4.607
12/7/98,638.409973,4.678
12/8/98,635.440002,4.595
12/9/98,635.820007,4.548
12/10/98,625.840027,4.521
12/11/98,625.76001,4.603
12/14/98,612.549988,4.576
12/15/98,623.150024,4.619
12/16/98,622.710022,4.571
12/17/98,632.330017,4.56
12/18/98,636.73999,4.571
12/21/98,645.109985,4.626
12/22/98,644.969971,4.69
12/23/98,657.299988,4.781
12/24/98,656.580017,4.846
12/28/98,657.619995,4.769
12/29/98,665.25,4.701
12/30/98,662.099976,4.642
12/31/98,664.27002,4.638
1/4/99,663.159973,4.677
1/5/99,670.849976,4.729
1/6/99,684.820007,4.721
1/7/99,683.919983,4.765
1/8/99,687.109985,4.842
1/11/99,682.849976,4.874
1/12/99,670.47998,4.81
1/13/99,667.309998,4.721
1/14/99,655.51001,4.614
1/15/99,671.179993,4.669
1/19/99,676.150024,4.701
1/20/99,677.719971,4.745
1/21/99,666.099976,4.689
1/22/99,661.22998,4.629
1/25/99,664.98999,4.653
1/26/99,674,4.681
1/27/99,668.76001,4.673
1/28/99,679.830017,4.665
1/29/99,686.630005,4.653
2/1/99,683.559998,4.745
2/2/99,677.679993,4.785
2/3/99,683.280029,4.822
2/4/99,670.72998,4.887
2/5/99,664.969971,4.932
2/8/99,666.630005,4.924
2/9/99,652.130005,4.891
2/10/99,654.289978,4.9
2/11/99,670.580017,4.908
2/12/99,657.880005,5.052
2/16/99,663.080017,5.028
2/17/99,653.580017,4.978
2/18/99,660.409973,5.028
2/19/99,661.849976,5.061
2/22/99,678.409973,5.016
2/23/99,678.349976,5.078
2/24/99,669.630005,5.162
2/25/99,664.77002,5.293
2/26/99,661.429993,5.272
3/1/99,661.23999,5.384
3/2/99,656.570007,5.341
3/3/99,656.77002,5.376
3/4/99,665.900024,5.401
3/5/99,679.97998,5.316
3/8/99,683.890015,5.278
3/9/99,682.200012,5.172
3/10/99,685.659973,5.189
3/11/99,690.640015,5.197
3/12/99,688.590027,5.151
3/15/99,694.880005,5.13
3/16/99,694.200012,5.097
3/17/99,690.200012,5.122
3/18/99,698.880005,5.101
3/19/99,689.640015,5.148
3/22/99,687.849976,5.194
3/23/99,670.059998,5.186
