,Date,RUA Close,Risk-Free TNX,RUA_Returns,Dates,Annual_Return_RUA,Numerator,Std_RUA,Ratio,Ratio_smoothed,
912,4/19/91,213.710007,8.1,-0.010189417,4/19/91,0.132453684,0.051453684,1.406151037,0.036591861,0.0254014,0.011190461
913,4/22/91,211.720001,8.15,-0.009311712,4/22/91,0.128140508,0.046640508,1.385430524,0.033664993,0.025575227,0.008089765
914,4/23/91,212.009995,8.12,0.001369705,4/23/91,0.128426821,0.047226821,1.386281888,0.034067257,0.025748938,0.008318319
915,4/24/91,212.539993,8.06,0.002499873,4/24/91,0.129087613,0.048487613,1.387162571,0.034954528,0.025922567,0.009031961
916,4/25/91,210.880005,8.07,-0.007810238,4/25/91,0.124005211,0.043305211,1.382250093,0.031329505,0.026096136,0.005233369
917,4/26/91,210.619995,8.06,-0.001232976,4/26/91,0.121748341,0.041148341,1.377777692,0.029865733,0.026269659,0.003596075
918,4/29/91,207.800003,8.07,-0.013389004,4/29/91,0.119501795,0.038801795,1.362301962,0.028482522,0.026443145,0.002039377
919,4/30/91,208.309998,8.02,0.002454259,4/30/91,0.120160069,0.039960069,1.362927487,0.029319292,0.026616601,0.002702691
920,5/1/91,210.919998,8.01,0.012529403,5/1/91,0.124161715,0.044061715,1.363660518,0.032311352,0.026790032,0.00552132
921,5/2/91,211.270004,7.97,0.001659425,5/2/91,0.124645887,0.044945887,1.358819742,0.033077152,0.026963441,0.006113711
922,5/3/91,211.509995,8.04,0.001135945,5/3/91,0.123353722,0.042953722,1.354398847,0.031714234,0.027136832,0.004577402
923,5/6/91,211.110001,8.05,-0.001891135,5/6/91,0.128788436,0.048288436,1.336588618,0.036128121,0.027310207,0.008817915
924,5/7/91,209.779999,8.06,-0.006300043,5/7/91,0.126524057,0.045924057,1.337363683,0.034339243,0.027483567,0.006855676
925,5/8/91,210.300003,8.04,0.002478806,5/8/91,0.127180362,0.046780362,1.338156469,0.034958813,0.027656915,0.007301898
926,5/9/91,212.690002,8.02,0.011364712,5/9/91,0.13246333,0.05226333,1.332036754,0.039235651,0.027830252,0.0114054
927,5/10/91,209.050003,8.12,-0.017114105,5/10/91,0.125943645,0.044743645,1.325922228,0.033745301,0.028003579,0.005741722
928,5/13/91,209.5,8.07,0.002152581,5/13/91,0.12802084,0.04732084,1.303196779,0.036311354,0.028176898,0.008134456
929,5/14/91,206.850006,8.14,-0.012649136,5/14/91,0.123646694,0.042246694,1.30386044,0.032401239,0.028350209,0.00405103
930,5/15/91,204.75,8.13,-0.010152313,5/15/91,0.120113058,0.038813058,1.304424188,0.029754936,0.028523514,0.001231422
931,5/16/91,206.669998,8.12,0.00937728,5/16/91,0.121278391,0.040078391,1.298493971,0.030865288,0.028696812,0.002168476
932,5/17/91,206.789993,8.08,0.000580612,5/17/91,0.124691541,0.043891541,1.291710049,0.033979406,0.028870106,0.005109301
933,5/20/91,206.639999,8.1,-0.000725345,5/20/91,0.128155603,0.047155603,1.266254672,0.03724022,0.029043395,0.008196826
934,5/21/91,208.199997,8.06,0.007549352,5/21/91,0.130496343,0.049896343,1.267139777,0.039377142,0.029216679,0.010160463
935,5/22/91,208.789993,8.06,0.002833794,5/22/91,0.131265276,0.050665276,1.268040494,0.039955566,0.02938996,0.010565606
936,5/23/91,208.449997,8.1,-0.001628411,5/23/91,0.1333438,0.0523438,1.259625594,0.041555046,0.029563238,0.011991808
937,5/24/91,209.699997,8.1,0.005996642,5/24/91,0.13234738,0.05134738,1.252097917,0.041009077,0.029736513,0.011272565
938,5/28/91,211.940002,8.07,0.010681951,5/28/91,0.135650166,0.054950166,1.228674623,0.044723123,0.029909785,0.014813338
939,5/29/91,212.570007,8.07,0.002972563,5/29/91,0.136459448,0.055759448,1.229742534,0.045342376,0.030083055,0.015259321
940,5/30/91,214.759995,8.02,0.010302432,5/30/91,0.13970023,0.05950023,1.230922333,0.048337924,0.030256324,0.0180816
941,5/31/91,216.229996,8.06,0.006844855,5/31/91,0.132419247,0.051819247,1.226174946,0.042260892,0.030429592,0.0118313
942,6/3/91,215.460007,8.14,-0.003560972,6/3/91,0.126018563,0.044618563,1.213720017,0.036761826,0.030602858,0.006158967
943,6/4/91,215.360001,8.14,-0.000464151,6/4/91,0.125698003,0.044298003,1.214421314,0.036476635,0.030776125,0.00570051
944,6/5/91,214.139999,8.19,-0.005664942,6/5/91,0.123651543,0.041751543,1.215044571,0.034362149,0.030949391,0.003412758
945,6/6/91,213.389999,8.23,-0.003502382,6/6/91,0.121678272,0.039378272,1.211541554,0.032502618,0.031122657,0.00137996
946,6/7/91,211.309998,8.29,-0.009747416,6/7/91,0.1201463,0.0372463,1.207593964,0.030843397,0.031295925,-0.000452528
947,6/10/91,210.690002,8.29,-0.002934059,6/10/91,0.112311432,0.029411432,1.19875042,0.024535076,0.031469193,-0.006934117
948,6/11/91,211.759995,8.29,0.005078518,6/11/91,0.113851637,0.030951637,1.199072324,0.025812986,0.031642463,-0.005829477
949,6/12/91,209.440002,8.36,-0.010955766,6/12/91,0.110064147,0.026464147,1.19928209,0.022066657,0.031815735,-0.009749077
950,6/13/91,209.919998,8.34,0.002291807,6/13/91,0.110588569,0.027188569,1.196623662,0.022721069,0.031989009,-0.00926794
951,6/14/91,212.289993,8.29,0.011289992,6/14/91,0.111200326,0.028300326,1.194624446,0.023689726,0.032162287,-0.008472561
952,6/17/91,211.300003,8.3,-0.004663385,6/17/91,0.113513105,0.030513105,1.186703276,0.025712498,0.032335568,-0.00662307
953,6/18/91,210.520004,8.32,-0.003691429,6/18/91,0.112136122,0.028936122,1.186955364,0.024378442,0.032508854,-0.008130413
954,6/19/91,208.520004,8.33,-0.009500285,6/19/91,0.108834136,0.025534136,1.187124009,0.02150924,0.032682146,-0.011172905
955,6/20/91,208.619995,8.3,0.000479527,6/20/91,0.110736068,0.027736068,1.184051721,0.02342471,0.032855444,-0.009430734
956,6/21/91,209.630005,8.32,0.004841386,6/21/91,0.109531801,0.026331801,1.181445434,0.022287784,0.033028749,-0.010740965
957,6/24/91,205.919998,8.33,-0.017697882,6/24/91,0.100731897,0.017431897,1.175176942,0.014833423,0.033202064,-0.018368641
958,6/25/91,205.520004,8.33,-0.001942473,6/25/91,0.099953223,0.016653223,1.175137957,0.014171292,0.033375391,-0.019204099
959,6/26/91,205.809998,8.33,0.001411026,6/26/91,0.100290015,0.016990015,1.175104003,0.014458307,0.033548731,-0.019090424
960,6/27/91,207.369995,8.32,0.007579792,6/27/91,0.107416477,0.024216477,1.172259419,0.020657951,0.033722089,-0.013064138
961,6/28/91,205.919998,8.24,-0.006992318,6/28/91,0.101798889,0.019398889,1.169889445,0.016581814,0.033895469,-0.017313655
962,7/1/91,209.339996,8.26,0.016608382,7/1/91,0.107213404,0.024613404,1.163100816,0.021161883,0.034068876,-0.012906992
963,7/2/91,209.119995,8.27,-0.001050927,7/2/91,0.106722576,0.024022576,1.163203557,0.020652083,0.034242319,-0.013590235
964,7/3/91,206.990005,8.26,-0.010185492,7/3/91,0.103200223,0.020600223,1.163229339,0.017709511,0.034415809,-0.016706299
965,7/5/91,207.369995,8.34,0.001835789,7/5/91,0.100059598,0.016659598,1.161436031,0.014343965,0.034589368,-0.020245403
966,7/8/91,209.320007,8.34,0.00940354,7/8/91,0.10911867,0.02571867,1.154237712,0.022281952,0.034763027,-0.012481074
967,7/9/91,208.759995,8.36,-0.002675387,7/9/91,0.108085271,0.024485271,1.154337306,0.021211539,0.034936838,-0.013725299
968,7/10/91,208.740005,8.35,-9.58E-05,7/10/91,0.107911074,0.024411074,1.154432717,0.021145514,0.035110907,-0.013965393
969,7/11/91,209.389999,8.3,0.003113893,7/11/91,0.108516285,0.025516285,1.151961253,0.022150298,0.03528548,-0.013135182
970,7/12/91,211.009995,8.26,0.00773674,7/12/91,0.113846261,0.031246261,1.149141581,0.027190959,0.035461299,-0.00827034
971,7/15/91,212.259995,8.26,0.00592389,7/15/91,0.112023638,0.029423638,1.141386592,0.025778853,0.035641415,-0.009862561
972,7/16/91,211.889999,8.27,-0.001743126,7/16/91,0.11129634,0.02859634,1.141563054,0.025050163,0.035841493,-0.01079133
973,7/17/91,211.729996,8.3,-0.000755123,7/17/91,0.110898992,0.027898992,1.141720482,0.024435921,0.036043668,-0.011607747
974,7/18/91,213.789993,8.31,0.009729358,7/18/91,0.115664431,0.032564431,1.139309214,0.02858261,0.036246559,-0.007663949
975,7/19/91,213.289993,8.28,-0.002338744,7/19/91,0.117351261,0.034551261,1.136568334,0.030399634,0.036449796,-0.006050162
976,7/22/91,212.539993,8.28,-0.003516339,7/22/91,0.122058798,0.039258798,1.126702158,0.034843989,0.036653239,-0.00180925
977,7/23/91,210.649994,8.31,-0.008892439,7/23/91,0.118941445,0.035841445,1.127037267,0.031801473,0.036856822,-0.00505535
978,7/24/91,210.039993,8.24,-0.002895804,7/24/91,0.117823284,0.035423284,1.127358076,0.031421502,0.037060509,-0.005639007
979,7/25/91,211.300003,8.2,0.005998905,7/25/91,0.118761563,0.036761563,1.123894663,0.032709083,0.037264276,-0.004555193
980,7/26/91,211.399994,8.2,0.000473218,7/26/91,0.118393604,0.036393604,1.120499255,0.032479811,0.037468106,-0.004988295
981,7/29/91,212.479996,8.2,0.005108808,7/29/91,0.113640219,0.031640219,1.110083591,0.028502556,0.037671987,-0.009169432
982,7/30/91,214.330002,8.21,0.00870673,7/30/91,0.116384884,0.034284884,1.110364439,0.030877145,0.037875912,-0.006998767
983,7/31/91,215.179993,8.2,0.003965805,7/31/91,0.117548254,0.035548254,1.110673053,0.032006047,0.038079872,-0.006073825
984,8/1/91,214.880005,8.2,-0.001394126,8/1/91,0.116571548,0.034571548,1.108400115,0.031190495,0.038283862,-0.007093367
985,8/2/91,215.080002,8.06,0.000930738,8/2/91,0.116880568,0.036280568,1.106195669,0.032797604,0.038487878,-0.005690273
986,8/5/91,213.899994,8.04,-0.005486368,8/5/91,0.116174177,0.035774177,1.098914087,0.032554116,0.038691915,-0.006137799
987,8/6/91,216.550003,7.97,0.012389009,8/6/91,0.120139686,0.040439686,1.099331143,0.036785719,0.038895971,-0.002110252
988,8/7/91,216.699997,7.93,0.000692653,8/7/91,0.120211371,0.040911371,1.099756321,0.037200396,0.039100044,-0.001899647
989,8/8/91,216.259995,7.98,-0.002030466,8/8/91,0.120715808,0.040915808,1.097295053,0.037287881,0.039304131,-0.002016249
990,8/9/91,215.229996,7.98,-0.004762781,8/9/91,0.123112928,0.043312928,1.094211704,0.039583682,0.03950823,7.54518E-05
991,8/12/91,215.710007,7.95,0.002230224,8/12/91,0.129058968,0.049558968,1.081270743,0.045834004,0.039712341,0.006121662
992,8/13/91,216.669998,7.91,0.004450378,8/13/91,0.13036825,0.05126825,1.08197309,0.047384034,0.039916463,0.007467572
993,8/14/91,217.039993,7.82,0.001707643,8/14/91,0.130763451,0.052563451,1.082707709,0.048548146,0.040120594,0.008427552
994,8/15/91,216.779999,7.84,-0.001197908,8/15/91,0.134805881,0.056405881,1.078159595,0.052316819,0.040324733,0.011992086
995,8/16/91,214.910004,7.84,-0.008626234,8/16/91,0.129814793,0.051414793,1.073870329,0.047878027,0.04052888,0.007349147
996,8/19/91,209.860001,7.83,-0.023498222,8/19/91,0.122200466,0.043900466,1.05953294,0.04143379,0.040733035,0.000700755
997,8/20/91,211.389999,7.81,0.007290565,8/20/91,0.124463028,0.046363028,1.060081318,0.04373535,0.040937197,0.002798153
998,8/21/91,217.330002,7.8,0.028099735,8/21/91,0.133628601,0.055628601,1.060896195,0.05243548,0.041141366,0.011294114
999,8/22/91,217.770004,7.78,0.00202458,8/22/91,0.137992338,0.060192338,1.056106743,0.056994559,0.041345541,0.015649018
1000,8/23/91,219.190002,7.88,0.006520632,8/23/91,0.140134814,0.061334814,1.051370435,0.058337967,0.041549722,0.016788245
1001,8/26/91,219.050003,7.91,-0.000638711,8/26/91,0.137472931,0.058372931,1.036710631,0.056305906,0.041753909,0.014551997
1002,8/27/91,218.710007,7.89,-0.001552139,8/27/91,0.136775554,0.057875554,1.037589406,0.05577886,0.041958102,0.013820758
1003,8/28/91,220.630005,7.82,0.008778739,8/28/91,0.139510029,0.061310029,1.038571095,0.059033059,0.042162301,0.016870758
1004,8/29/91,220.559998,7.74,-0.000317305,8/29/91,0.136416565,0.059016565,1.03480692,0.057031475,0.042366506,0.01466497
1005,8/30/91,220.160004,7.82,-0.001813538,8/30/91,0.135460827,0.057260827,1.031052542,0.055536285,0.042570716,0.012965568
1006,9/3/91,218.410004,7.81,-0.007948764,9/3/91,0.131058572,0.052958572,1.017475023,0.052049014,0.042774933,0.009274081
1007,9/4/91,217.169998,7.81,-0.005677423,9/4/91,0.12899819,0.05089819,1.018124351,0.049992116,0.042979156,0.00701296
1008,9/5/91,216.710007,7.83,-0.002118115,9/5/91,0.128124985,0.049824985,1.018736887,0.04890859,0.043183386,0.005725204
1009,9/6/91,216.660004,7.76,-0.000230737,9/6/91,0.125832138,0.048232138,1.015544355,0.047493877,0.043387622,0.004106255
1010,9/9/91,216.389999,7.73,-0.001246215,9/9/91,0.12463414,0.04733414,1.004861566,0.047105135,0.043591866,0.003513269
1011,9/10/91,214.160004,7.73,-0.010305444,9/10/91,0.121043631,0.043743631,1.005295648,0.0435132,0.043796117,-0.000282917
1012,9/11/91,214.610001,7.74,0.002101219,9/11/91,0.121581791,0.044181791,1.005737304,0.043929752,0.044000377,-7.06245E-05
1013,9/12/91,215.919998,7.67,0.006104082,9/12/91,0.123956043,0.047256043,1.002599063,0.04713354,0.044204645,0.002928895
1014,9/13/91,214,7.66,-0.008892173,9/13/91,0.120046814,0.043446814,0.999510928,0.043468073,0.044408923,-0.00094085
1015,9/16/91,214.990005,7.63,0.004626192,9/16/91,0.11842493,0.04212493,0.99035364,0.04253524,0.04461321,-0.00207797
1016,9/17/91,214.899994,7.62,-0.000418675,9/17/91,0.118129506,0.041929506,0.990723175,0.042322121,0.044817509,-0.002495388
1017,9/18/91,215.75,7.62,0.003955356,9/18/91,0.119287108,0.043087108,0.991119346,0.043473179,0.045021819,-0.00154864
1018,9/19/91,216.399994,7.61,0.003012718,9/19/91,0.122047159,0.045947159,0.988298668,0.046491168,0.045226141,0.001265026
1019,9/20/91,216.850006,7.57,0.002079538,9/20/91,0.121723575,0.046023575,0.985618755,0.046695109,0.045430477,0.001264632
1020,9/23/91,215.869995,7.55,-0.004519304,9/23/91,0.120365638,0.044865638,0.976623599,0.045939539,0.045634828,0.000304712
1021,9/24/91,216.770004,7.56,0.004169218,9/24/91,0.121592917,0.045992917,0.977085179,0.047071553,0.045839194,0.001232359
1022,9/25/91,216.449997,7.58,-0.001476251,9/25/91,0.120942577,0.045142577,0.977519306,0.046180752,0.046043578,0.000137174
1023,9/26/91,216.360001,7.56,-0.000415782,9/26/91,0.121879433,0.046279433,0.97464655,0.047483298,0.046247982,0.001235316
1024,9/27/91,215.899994,7.49,-0.002126118,9/27/91,0.121842125,0.046942125,0.971656228,0.048311454,0.046452407,0.001859047
1025,9/30/91,217.080002,7.47,0.00546553,9/30/91,0.119526924,0.044826924,0.963158117,0.046541604,0.046656858,-0.000115254
1026,10/1/91,217.779999,7.45,0.003224604,10/1/91,0.120441268,0.045941268,0.963601138,0.047676644,0.046861337,0.000815307
1027,10/2/91,217.240005,7.47,-0.002479539,10/2/91,0.119459338,0.044759338,0.96400808,0.046430459,0.04706585,-0.000635391
1028,10/3/91,215.179993,7.47,-0.009482655,10/3/91,0.117355904,0.042655904,0.961449244,0.044366257,0.047270405,-0.002904149
1029,10/4/91,213.690002,7.39,-0.006924394,10/4/91,0.115720067,0.041820067,0.958748016,0.043619457,0.047475013,-0.003855557
1030,10/7/91,212.520004,7.4,-0.005475212,10/7/91,0.106588216,0.032588216,0.951250517,0.03425829,0.047679692,-0.013421402
1031,10/8/91,213.199997,7.43,0.003199666,10/8/91,0.10751134,0.03321134,0.95135967,0.034909342,0.047884475,-0.012975134
1032,10/9/91,211.289993,7.51,-0.008958743,10/9/91,0.104395247,0.029295247,0.951380705,0.030792349,0.048089425,-0.017297076
1033,10/10/91,213.020004,7.58,0.008187851,10/10/91,0.10696705,0.03116705,0.949465009,0.032825907,0.048294695,-0.015468788
1034,10/11/91,213.5,7.49,0.002253291,10/11/91,0.108029368,0.033129368,0.947524702,0.034964121,0.048500775,-0.013536654
1035,10/14/91,216.169998,7.49,0.012505845,10/14/91,0.115150534,0.040250534,0.940296369,0.042806221,0.048712161,-0.005905941
1036,10/15/91,218.869995,7.46,0.012490156,10/15/91,0.11915102,0.04455102,0.940669975,0.047360947,0.049050004,-0.001689057
1037,10/16/91,220.169998,7.45,0.005939613,10/16/91,0.120966081,0.046466081,0.941091042,0.049374693,0.049391103,-1.64103E-05
1038,10/17/91,219.529999,7.55,-0.00290684,10/17/91,0.119197809,0.043697809,0.939116232,0.046530778,0.049733656,-0.003202877
1039,10/18/91,219.919998,7.53,0.001776518,10/18/91,0.116899091,0.041599091,0.937427456,0.044375798,0.05007716,-0.005701362
1040,10/21/91,218.589996,7.62,-0.006047663,10/21/91,0.110927743,0.034727743,0.932130356,0.037256316,0.050421288,-0.013164971
1041,10/22/91,217.630005,7.67,-0.004391743,10/22/91,0.109321349,0.032621349,0.932196464,0.034994071,0.050765816,-0.015771745
1042,10/23/91,217.600006,7.69,-0.000137844,10/23/91,0.109131549,0.032231549,0.932252066,0.034573857,0.051110586,-0.01653673
1043,10/24/91,215.910004,7.65,-0.007766553,10/24/91,0.10772943,0.03122943,0.930605779,0.033558173,0.051455506,-0.017897333
1044,10/25/91,215.309998,7.68,-0.002778963,10/25/91,0.10688961,0.03008961,0.928916988,0.032392141,0.051800524,-0.019408383
1045,10/28/91,217.960007,7.65,0.012307877,10/28/91,0.115583021,0.039083021,0.922866373,0.042349599,0.052145609,-0.00979601
