,Unnamed: 0,Date,RUA Close,Risk-Free TNX,RUA_Returns,Dates,Annual_Return_RUA,Numerator,Std_RUA,Ratio,Ratio_smoothed,Unnamed: 11,Datetimes,Label1_m30,FutureDate,FutureRUA,Label3,Label3_Sharpe,Label4,Past_Sharpe4
0,837.0,1/2/91,178.979996,7.97,-0.010394808,1/2/91,0.09452424599999999,0.014824246000000001,2.256054048,0.006570874,0.008546568000000001,-0.001975694,1991-01-02,1,3/4/91,204.53999299999998,1,0.006570874,1,0.006570874
1,838.0,1/3/91,176.639999,7.93,-0.01307407,1/3/91,0.07936204,6.2e-05,2.2346740990000002,2.78e-05,0.008774928000000001,-0.008747165999999999,1991-01-03,1,3/4/91,204.53999299999998,1,0.003299337,1,0.0022088246666666666
2,839.0,1/4/91,176.259995,8.02,-0.002151291,1/4/91,0.074636702,-0.005563298,2.216556192,-0.002509884,0.009003288,-0.011513172,1991-01-04,1,3/5/91,208.529999,1,0.00136293,1,-0.0001505296666666667
3,840.0,1/7/91,173.199997,8.13,-0.017360706,1/7/91,0.085292655,0.003992655,2.154587144,0.001853095,0.009231648,-0.007378553,1991-01-07,1,3/8/91,207.71000700000002,1,0.00148547125,1,0.0006509202000000001
4,841.0,1/8/91,172.779999,8.16,-0.002424931,1/8/91,0.084373954,0.0027739540000000004,2.154292752,0.00128764,0.009460008,-0.008172368000000001,1991-01-08,1,3/11/91,206.570007,1,0.0014459050000000002,1,0.0008631601333333333
5,842.0,1/9/91,171.169998,8.25,-0.009318214,1/9/91,0.081168995,-0.001331005,2.153921107,-0.000617945,0.009688368000000001,-0.010306313000000001,1991-01-09,1,3/11/91,206.570007,1,0.00110193,1,0.00043998723809523816
6,843.0,1/10/91,172.759995,8.16,0.009288994,1/10/91,0.080758952,-0.0008410480000000001,2.127007733,-0.000395413,0.009916728,-0.010312141,1991-01-10,1,3/11/91,206.570007,1,0.0008880238571428573,1,0.0002311371785714286
7,844.0,1/11/91,173.130005,8.2,0.002141757,1/11/91,0.084379334,0.002379334,2.0979146330000003,0.0011341419999999999,0.010145086999999999,-0.009010945,1991-01-11,1,3/12/91,204.800003,1,0.0009187886249999999,1,0.0004318049166666666
8,845.0,1/14/91,171.389999,8.23,-0.010050286,1/14/91,0.072643011,-0.009656989,2.0208243969999997,-0.004778737,0.010373447,-0.015152183999999999,1991-01-14,1,3/15/91,206.610001,1,0.00028573022222222217,1,-0.0006103034666666667
9,846.0,1/15/91,171.990005,8.22,0.0035008229999999997,1/15/91,0.07371103799999999,-0.008488962,2.0203974330000003,-0.00420163,0.010601806,-0.014803435,1991-01-15,1,3/18/91,205.949997,1,-0.00016300580000000003,1,-0.0012632719272727272
