,Date,recession,debt,color,stocks,restaurant,portfolio,inflation,housing,dow jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,ring,wall street,banks,greed,bribery,insider trading,bankruptcy,recession.1,debt.1,color.1,stocks.1,restaurant.1,portfolio.1,inflation.1,housing.1,dow jones.1,revenue.1,economics.1,credit.1,markets.1,return.1,unemployment.1,money.1,religion.1,cancer.1,growth.1,investment.1,hedge.1,marriage.1,bonds.1,derivatives.1,headlines.1,profit.1,society.1,ring.1,wall street.1,banks.1,greed.1,bribery.1,insider trading.1,bankruptcy.1
95,4/10/16,1.0,8.0,60.0,5.0,73.0,3.0,6.0,46.0,11.0,23.0,3.0,88.0,2.0,19.0,8.0,83.0,12.0,50.0,18.0,11.0,4.0,21.0,9.0,10.0,17.0,94.0,47.0,68.0,10.0,42.0,1.0,2.0,2.0,71.0,6.0,27.0,26.0,19.0,38.0,2.0,6.0,24.0,8.0,6.0,6.0,54.0,11.0,26.0,14.0,10.0,3.0,12.0,2.0,2.0,1.0,5.0,1.0,9.0,17.0,13.0,22.0,28.0,24.0,38.0,0.0,9.0,4.0,34.0
96,4/17/16,1.0,8.0,60.0,5.0,70.0,3.0,6.0,45.0,11.0,21.0,3.0,84.0,2.0,17.0,7.0,83.0,12.0,49.0,18.0,10.0,4.0,20.0,9.0,9.0,16.0,90.0,46.0,69.0,9.0,32.0,1.0,3.0,2.0,69.0,6.0,20.0,38.0,17.0,35.0,1.0,1.0,20.0,6.0,10.0,7.0,44.0,8.0,22.0,8.0,12.0,3.0,15.0,2.0,2.0,1.0,3.0,1.0,8.0,14.0,23.0,13.0,17.0,22.0,26.0,0.0,2.0,3.0,27.0
97,4/24/16,1.0,8.0,59.0,5.0,71.0,3.0,6.0,44.0,10.0,17.0,3.0,83.0,2.0,14.0,7.0,81.0,12.0,47.0,19.0,10.0,4.0,21.0,8.0,13.0,17.0,90.0,48.0,68.0,9.0,28.0,1.0,2.0,2.0,65.0,6.0,21.0,25.0,25.0,41.0,1.0,2.0,24.0,5.0,6.0,11.0,62.0,7.0,17.0,7.0,13.0,3.0,13.0,2.0,2.0,1.0,3.0,1.0,4.0,31.0,19.0,20.0,23.0,25.0,15.0,0.0,5.0,3.0,22.0
98,5/1/16,1.0,8.0,61.0,5.0,78.0,3.0,6.0,45.0,11.0,16.0,3.0,84.0,2.0,13.0,7.0,81.0,12.0,48.0,18.0,10.0,4.0,20.0,8.0,13.0,17.0,87.0,46.0,69.0,9.0,29.0,1.0,2.0,5.0,70.0,8.0,22.0,17.0,16.0,35.0,5.0,3.0,34.0,5.0,6.0,6.0,57.0,6.0,20.0,14.0,12.0,2.0,14.0,2.0,2.0,1.0,3.0,1.0,9.0,17.0,46.0,10.0,16.0,24.0,21.0,1.0,4.0,2.0,30.0
99,5/8/16,1.0,8.0,58.0,5.0,79.0,3.0,5.0,41.0,10.0,15.0,3.0,84.0,2.0,13.0,7.0,88.0,11.0,48.0,17.0,9.0,4.0,21.0,8.0,9.0,16.0,82.0,46.0,64.0,9.0,50.0,1.0,2.0,2.0,67.0,7.0,29.0,25.0,18.0,41.0,4.0,2.0,24.0,3.0,5.0,8.0,65.0,11.0,20.0,8.0,44.0,2.0,15.0,2.0,2.0,2.0,3.0,1.0,9.0,18.0,32.0,21.0,21.0,22.0,73.0,1.0,7.0,4.0,27.0
100,5/15/16,1.0,7.0,59.0,4.0,74.0,3.0,5.0,43.0,10.0,15.0,2.0,86.0,2.0,13.0,7.0,89.0,11.0,49.0,17.0,9.0,4.0,20.0,7.0,8.0,18.0,76.0,47.0,64.0,9.0,32.0,1.0,2.0,5.0,65.0,4.0,29.0,24.0,16.0,36.0,1.0,6.0,25.0,4.0,7.0,5.0,51.0,9.0,24.0,7.0,15.0,3.0,16.0,2.0,2.0,1.0,2.0,1.0,5.0,21.0,21.0,19.0,21.0,18.0,31.0,1.0,5.0,12.0,27.0
101,5/22/16,1.0,7.0,56.0,4.0,73.0,2.0,4.0,41.0,10.0,14.0,2.0,82.0,2.0,13.0,7.0,83.0,10.0,47.0,15.0,8.0,4.0,19.0,7.0,7.0,15.0,72.0,43.0,64.0,9.0,29.0,1.0,2.0,3.0,63.0,8.0,28.0,27.0,12.0,41.0,5.0,4.0,29.0,3.0,7.0,5.0,54.0,13.0,22.0,8.0,12.0,3.0,13.0,2.0,2.0,1.0,3.0,1.0,5.0,25.0,25.0,15.0,17.0,17.0,22.0,0.0,5.0,2.0,20.0
102,5/29/16,1.0,6.0,55.0,4.0,78.0,2.0,4.0,40.0,8.0,12.0,2.0,86.0,2.0,12.0,7.0,85.0,10.0,45.0,15.0,8.0,4.0,21.0,7.0,5.0,16.0,67.0,40.0,63.0,8.0,29.0,1.0,2.0,2.0,56.0,4.0,19.0,20.0,11.0,38.0,3.0,1.0,30.0,3.0,10.0,4.0,50.0,6.0,19.0,15.0,14.0,3.0,13.0,2.0,2.0,1.0,4.0,1.0,5.0,22.0,42.0,16.0,28.0,21.0,24.0,0.0,5.0,3.0,21.0
103,6/5/16,1.0,8.0,57.0,4.0,73.0,2.0,4.0,42.0,10.0,13.0,2.0,84.0,2.0,12.0,7.0,80.0,9.0,47.0,15.0,9.0,4.0,20.0,7.0,6.0,16.0,70.0,41.0,62.0,9.0,30.0,1.0,2.0,2.0,64.0,5.0,30.0,17.0,17.0,32.0,1.0,2.0,23.0,4.0,7.0,5.0,53.0,13.0,23.0,8.0,10.0,3.0,14.0,2.0,2.0,1.0,3.0,1.0,4.0,8.0,19.0,8.0,15.0,17.0,25.0,1.0,2.0,3.0,25.0
104,6/12/16,1.0,6.0,54.0,4.0,80.0,2.0,4.0,40.0,9.0,13.0,1.0,86.0,2.0,12.0,7.0,78.0,11.0,44.0,14.0,9.0,4.0,21.0,6.0,5.0,19.0,68.0,37.0,62.0,15.0,29.0,1.0,2.0,3.0,61.0,4.0,16.0,28.0,23.0,35.0,2.0,5.0,19.0,2.0,6.0,5.0,48.0,11.0,15.0,7.0,9.0,2.0,11.0,1.0,2.0,1.0,2.0,1.0,11.0,15.0,11.0,7.0,19.0,15.0,11.0,2.0,2.0,3.0,15.0
105,6/19/16,1.0,7.0,54.0,6.0,79.0,2.0,4.0,42.0,23.0,13.0,1.0,84.0,3.0,12.0,7.0,86.0,8.0,46.0,14.0,8.0,4.0,20.0,6.0,6.0,16.0,71.0,39.0,64.0,13.0,30.0,1.0,1.0,3.0,63.0,7.0,26.0,22.0,31.0,28.0,1.0,3.0,24.0,11.0,5.0,6.0,62.0,17.0,16.0,6.0,12.0,2.0,9.0,1.0,3.0,1.0,2.0,1.0,7.0,18.0,18.0,8.0,21.0,17.0,21.0,0.0,8.0,7.0,25.0
106,6/26/16,1.0,7.0,53.0,5.0,76.0,2.0,4.0,40.0,24.0,13.0,1.0,90.0,3.0,12.0,7.0,80.0,8.0,47.0,13.0,9.0,4.0,20.0,6.0,5.0,17.0,68.0,37.0,62.0,9.0,32.0,1.0,2.0,2.0,62.0,14.0,17.0,24.0,30.0,31.0,1.0,3.0,22.0,15.0,7.0,5.0,68.0,17.0,13.0,5.0,10.0,2.0,10.0,2.0,3.0,1.0,2.0,1.0,8.0,13.0,15.0,8.0,14.0,8.0,15.0,1.0,5.0,2.0,19.0
107,7/3/16,0.0,6.0,52.0,4.0,82.0,2.0,4.0,39.0,11.0,11.0,1.0,88.0,2.0,11.0,7.0,80.0,8.0,44.0,13.0,8.0,4.0,20.0,6.0,5.0,19.0,62.0,38.0,62.0,11.0,35.0,1.0,2.0,2.0,56.0,8.0,16.0,15.0,27.0,27.0,2.0,2.0,25.0,4.0,5.0,4.0,48.0,16.0,14.0,8.0,8.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,10.0,23.0,13.0,8.0,12.0,9.0,21.0,1.0,9.0,3.0,18.0
108,7/10/16,0.0,6.0,54.0,5.0,80.0,2.0,4.0,41.0,14.0,13.0,1.0,89.0,2.0,12.0,7.0,77.0,8.0,46.0,14.0,9.0,4.0,20.0,6.0,5.0,19.0,67.0,40.0,63.0,9.0,34.0,1.0,1.0,2.0,62.0,0.0,15.0,19.0,12.0,25.0,4.0,3.0,23.0,5.0,7.0,4.0,57.0,12.0,11.0,6.0,7.0,3.0,8.0,2.0,2.0,1.0,2.0,1.0,6.0,11.0,24.0,19.0,13.0,17.0,19.0,1.0,3.0,1.0,15.0
109,7/17/16,0.0,7.0,55.0,5.0,83.0,2.0,3.0,43.0,12.0,13.0,1.0,87.0,2.0,12.0,7.0,79.0,9.0,47.0,14.0,9.0,4.0,20.0,6.0,5.0,18.0,69.0,41.0,64.0,9.0,33.0,1.0,1.0,2.0,65.0,3.0,12.0,23.0,9.0,24.0,1.0,4.0,20.0,4.0,7.0,5.0,47.0,10.0,14.0,9.0,8.0,1.0,13.0,1.0,3.0,1.0,2.0,1.0,13.0,8.0,13.0,8.0,11.0,20.0,22.0,1.0,6.0,3.0,16.0
110,7/24/16,0.0,8.0,54.0,5.0,82.0,2.0,3.0,43.0,11.0,12.0,1.0,87.0,2.0,12.0,7.0,79.0,8.0,45.0,14.0,9.0,4.0,20.0,6.0,5.0,18.0,70.0,42.0,66.0,11.0,40.0,1.0,2.0,2.0,68.0,4.0,24.0,18.0,13.0,26.0,1.0,4.0,23.0,2.0,6.0,3.0,45.0,13.0,16.0,10.0,7.0,2.0,13.0,1.0,3.0,1.0,2.0,0.0,13.0,13.0,17.0,11.0,12.0,21.0,32.0,0.0,1.0,3.0,14.0
111,7/31/16,0.0,7.0,53.0,4.0,80.0,2.0,3.0,41.0,10.0,12.0,1.0,91.0,2.0,12.0,7.0,76.0,8.0,45.0,13.0,9.0,4.0,20.0,6.0,5.0,17.0,66.0,42.0,65.0,10.0,33.0,1.0,2.0,2.0,64.0,3.0,17.0,18.0,15.0,25.0,1.0,4.0,20.0,2.0,5.0,6.0,48.0,16.0,16.0,9.0,8.0,2.0,11.0,1.0,2.0,1.0,2.0,1.0,8.0,10.0,18.0,11.0,15.0,21.0,21.0,1.0,5.0,3.0,23.0
112,8/7/16,0.0,6.0,51.0,4.0,77.0,2.0,3.0,41.0,10.0,11.0,2.0,87.0,2.0,11.0,6.0,74.0,8.0,42.0,14.0,8.0,4.0,19.0,7.0,4.0,18.0,66.0,39.0,60.0,9.0,29.0,1.0,1.0,2.0,63.0,2.0,8.0,25.0,14.0,27.0,3.0,3.0,24.0,3.0,5.0,7.0,52.0,12.0,14.0,8.0,9.0,2.0,10.0,3.0,2.0,1.0,2.0,1.0,12.0,12.0,12.0,9.0,11.0,18.0,15.0,1.0,1.0,1.0,23.0
113,8/14/16,0.0,6.0,50.0,4.0,77.0,2.0,3.0,43.0,9.0,12.0,2.0,86.0,2.0,11.0,6.0,72.0,8.0,41.0,13.0,8.0,3.0,18.0,6.0,4.0,16.0,68.0,40.0,60.0,9.0,28.0,1.0,2.0,2.0,58.0,1.0,14.0,16.0,13.0,29.0,2.0,5.0,29.0,3.0,5.0,8.0,49.0,12.0,18.0,7.0,9.0,2.0,12.0,1.0,3.0,1.0,2.0,1.0,13.0,20.0,15.0,11.0,7.0,21.0,20.0,0.0,3.0,5.0,13.0
114,8/21/16,0.0,7.0,54.0,4.0,74.0,2.0,4.0,42.0,9.0,12.0,2.0,84.0,2.0,12.0,6.0,71.0,10.0,44.0,14.0,8.0,3.0,18.0,7.0,6.0,18.0,74.0,42.0,62.0,11.0,30.0,1.0,1.0,2.0,59.0,2.0,17.0,13.0,19.0,26.0,3.0,4.0,27.0,3.0,8.0,8.0,49.0,10.0,13.0,8.0,8.0,3.0,11.0,1.0,3.0,1.0,2.0,1.0,13.0,24.0,13.0,12.0,8.0,14.0,29.0,1.0,3.0,1.0,17.0
115,8/28/16,1.0,6.0,56.0,4.0,71.0,2.0,4.0,39.0,8.0,12.0,3.0,85.0,2.0,13.0,6.0,75.0,11.0,44.0,15.0,8.0,4.0,19.0,7.0,8.0,20.0,78.0,43.0,61.0,9.0,29.0,1.0,2.0,1.0,62.0,3.0,13.0,15.0,18.0,22.0,3.0,4.0,25.0,2.0,6.0,6.0,43.0,12.0,12.0,6.0,8.0,3.0,9.0,2.0,3.0,1.0,2.0,1.0,19.0,22.0,19.0,7.0,18.0,16.0,19.0,1.0,4.0,3.0,21.0
116,9/4/16,1.0,6.0,56.0,4.0,71.0,2.0,4.0,36.0,7.0,12.0,3.0,82.0,2.0,13.0,6.0,76.0,11.0,47.0,16.0,8.0,4.0,18.0,8.0,9.0,19.0,89.0,45.0,62.0,9.0,31.0,1.0,2.0,2.0,59.0,3.0,14.0,19.0,16.0,20.0,3.0,3.0,22.0,3.0,4.0,6.0,44.0,11.0,21.0,7.0,10.0,1.0,11.0,2.0,3.0,1.0,2.0,1.0,10.0,8.0,25.0,15.0,15.0,18.0,24.0,3.0,4.0,2.0,19.0
117,9/11/16,1.0,7.0,66.0,4.0,67.0,2.0,4.0,37.0,10.0,14.0,3.0,82.0,2.0,13.0,6.0,75.0,12.0,50.0,17.0,9.0,4.0,19.0,9.0,12.0,19.0,87.0,47.0,67.0,10.0,26.0,1.0,2.0,2.0,67.0,6.0,17.0,39.0,21.0,26.0,1.0,9.0,28.0,3.0,3.0,7.0,48.0,14.0,17.0,5.0,9.0,4.0,15.0,2.0,3.0,1.0,2.0,1.0,10.0,23.0,28.0,14.0,11.0,19.0,19.0,0.0,4.0,2.0,24.0
118,9/18/16,1.0,7.0,61.0,4.0,69.0,2.0,5.0,37.0,9.0,14.0,3.0,82.0,2.0,14.0,6.0,74.0,12.0,51.0,17.0,9.0,4.0,19.0,9.0,14.0,20.0,85.0,46.0,63.0,9.0,26.0,1.0,2.0,2.0,59.0,6.0,19.0,13.0,18.0,29.0,1.0,4.0,21.0,3.0,5.0,12.0,68.0,17.0,17.0,8.0,11.0,3.0,16.0,2.0,4.0,1.0,2.0,1.0,10.0,23.0,19.0,12.0,14.0,15.0,16.0,2.0,6.0,4.0,17.0
119,9/25/16,1.0,8.0,61.0,4.0,66.0,2.0,5.0,37.0,9.0,14.0,3.0,82.0,2.0,13.0,6.0,74.0,13.0,50.0,17.0,9.0,4.0,19.0,9.0,15.0,21.0,91.0,45.0,60.0,11.0,28.0,1.0,3.0,2.0,63.0,6.0,22.0,25.0,28.0,23.0,2.0,4.0,25.0,4.0,6.0,10.0,49.0,12.0,21.0,9.0,10.0,3.0,12.0,1.0,3.0,1.0,2.0,1.0,17.0,17.0,12.0,14.0,12.0,21.0,17.0,2.0,4.0,1.0,22.0
120,10/2/16,1.0,7.0,61.0,4.0,66.0,2.0,5.0,35.0,8.0,14.0,3.0,82.0,2.0,14.0,6.0,73.0,13.0,55.0,17.0,9.0,4.0,19.0,9.0,16.0,20.0,88.0,44.0,67.0,10.0,30.0,1.0,2.0,2.0,61.0,2.0,15.0,20.0,18.0,26.0,1.0,3.0,20.0,3.0,3.0,8.0,52.0,11.0,27.0,6.0,11.0,3.0,28.0,2.0,3.0,1.0,2.0,1.0,19.0,13.0,13.0,16.0,13.0,17.0,23.0,0.0,3.0,3.0,19.0
121,10/9/16,1.0,8.0,60.0,4.0,69.0,2.0,5.0,35.0,8.0,15.0,3.0,83.0,2.0,14.0,6.0,72.0,13.0,55.0,17.0,9.0,4.0,19.0,8.0,14.0,21.0,90.0,45.0,64.0,10.0,35.0,1.0,2.0,2.0,59.0,6.0,16.0,23.0,12.0,23.0,2.0,7.0,19.0,3.0,6.0,9.0,53.0,18.0,25.0,7.0,11.0,3.0,21.0,2.0,3.0,1.0,2.0,0.0,5.0,30.0,15.0,11.0,16.0,26.0,27.0,0.0,4.0,1.0,16.0
122,10/16/16,1.0,9.0,61.0,5.0,69.0,2.0,5.0,36.0,8.0,15.0,3.0,83.0,2.0,15.0,6.0,74.0,12.0,53.0,17.0,9.0,4.0,19.0,8.0,15.0,23.0,89.0,45.0,62.0,10.0,30.0,1.0,2.0,2.0,58.0,3.0,14.0,23.0,18.0,34.0,2.0,8.0,23.0,3.0,9.0,7.0,47.0,12.0,24.0,11.0,14.0,4.0,17.0,2.0,3.0,1.0,2.0,1.0,8.0,19.0,19.0,17.0,18.0,25.0,39.0,0.0,4.0,1.0,13.0
123,10/23/16,1.0,8.0,62.0,5.0,65.0,3.0,5.0,36.0,8.0,15.0,3.0,79.0,2.0,14.0,7.0,73.0,13.0,51.0,18.0,10.0,4.0,19.0,9.0,16.0,22.0,90.0,46.0,66.0,10.0,26.0,1.0,2.0,2.0,57.0,9.0,20.0,25.0,15.0,25.0,1.0,5.0,24.0,2.0,10.0,9.0,41.0,8.0,17.0,7.0,11.0,3.0,13.0,2.0,3.0,1.0,2.0,1.0,13.0,17.0,12.0,13.0,20.0,14.0,20.0,0.0,6.0,0.0,22.0
124,10/30/16,1.0,7.0,58.0,5.0,65.0,2.0,5.0,36.0,8.0,14.0,3.0,82.0,2.0,14.0,7.0,72.0,12.0,49.0,17.0,9.0,4.0,19.0,9.0,13.0,23.0,88.0,44.0,65.0,11.0,30.0,1.0,2.0,2.0,58.0,6.0,12.0,23.0,15.0,22.0,3.0,2.0,24.0,2.0,6.0,8.0,56.0,14.0,17.0,5.0,11.0,3.0,15.0,2.0,3.0,1.0,2.0,0.0,5.0,29.0,18.0,12.0,18.0,24.0,25.0,1.0,5.0,1.0,23.0
125,11/6/16,1.0,9.0,57.0,10.0,62.0,2.0,5.0,33.0,42.0,13.0,3.0,75.0,4.0,12.0,7.0,74.0,13.0,42.0,16.0,9.0,4.0,25.0,8.0,10.0,31.0,84.0,41.0,60.0,14.0,37.0,1.0,2.0,2.0,56.0,4.0,14.0,19.0,42.0,25.0,1.0,3.0,19.0,26.0,5.0,7.0,47.0,35.0,13.0,6.0,14.0,2.0,12.0,1.0,2.0,1.0,2.0,1.0,3.0,32.0,13.0,12.0,14.0,31.0,25.0,1.0,4.0,1.0,7.0
126,11/13/16,1.0,8.0,59.0,7.0,66.0,3.0,6.0,37.0,12.0,14.0,3.0,82.0,2.0,13.0,7.0,75.0,13.0,48.0,18.0,10.0,4.0,21.0,10.0,13.0,37.0,91.0,47.0,69.0,11.0,26.0,1.0,2.0,2.0,58.0,3.0,11.0,21.0,26.0,31.0,2.0,7.0,23.0,7.0,9.0,11.0,62.0,14.0,22.0,14.0,13.0,3.0,13.0,2.0,3.0,1.0,3.0,1.0,3.0,32.0,20.0,19.0,16.0,22.0,13.0,1.0,3.0,2.0,20.0
127,11/20/16,1.0,6.0,56.0,5.0,66.0,2.0,5.0,28.0,10.0,10.0,2.0,78.0,2.0,12.0,6.0,71.0,12.0,40.0,14.0,7.0,3.0,17.0,7.0,7.0,22.0,68.0,38.0,78.0,8.0,27.0,1.0,1.0,2.0,46.0,3.0,9.0,18.0,24.0,30.0,2.0,6.0,19.0,6.0,7.0,7.0,56.0,16.0,16.0,10.0,14.0,5.0,12.0,2.0,3.0,1.0,2.0,1.0,8.0,17.0,17.0,11.0,20.0,24.0,19.0,2.0,3.0,2.0,17.0
128,11/27/16,1.0,8.0,59.0,6.0,61.0,3.0,6.0,36.0,10.0,14.0,3.0,85.0,2.0,15.0,8.0,77.0,14.0,46.0,18.0,10.0,3.0,18.0,9.0,11.0,22.0,91.0,44.0,76.0,9.0,26.0,1.0,2.0,2.0,56.0,5.0,17.0,23.0,26.0,28.0,1.0,4.0,21.0,4.0,11.0,12.0,53.0,12.0,17.0,8.0,13.0,4.0,13.0,2.0,3.0,1.0,2.0,1.0,8.0,19.0,14.0,18.0,19.0,23.0,17.0,2.0,9.0,1.0,15.0
129,12/4/16,1.0,8.0,60.0,6.0,63.0,3.0,6.0,36.0,11.0,14.0,3.0,82.0,2.0,14.0,7.0,79.0,14.0,45.0,19.0,10.0,3.0,18.0,10.0,12.0,21.0,93.0,45.0,76.0,9.0,26.0,1.0,2.0,3.0,54.0,5.0,19.0,24.0,30.0,33.0,2.0,8.0,25.0,4.0,8.0,9.0,58.0,14.0,24.0,10.0,10.0,3.0,13.0,2.0,3.0,1.0,2.0,1.0,9.0,23.0,19.0,22.0,18.0,21.0,22.0,0.0,7.0,5.0,19.0
130,12/11/16,1.0,7.0,61.0,6.0,64.0,3.0,6.0,32.0,13.0,14.0,3.0,83.0,2.0,16.0,7.0,77.0,13.0,44.0,17.0,9.0,3.0,17.0,9.0,13.0,18.0,81.0,44.0,78.0,9.0,25.0,1.0,2.0,2.0,53.0,4.0,12.0,25.0,24.0,24.0,2.0,7.0,17.0,8.0,9.0,8.0,57.0,9.0,18.0,6.0,10.0,3.0,14.0,2.0,3.0,1.0,2.0,1.0,4.0,25.0,18.0,19.0,23.0,16.0,18.0,0.0,6.0,4.0,21.0
131,12/18/16,0.0,5.0,57.0,5.0,73.0,2.0,4.0,28.0,13.0,10.0,2.0,82.0,2.0,14.0,7.0,74.0,11.0,40.0,13.0,7.0,3.0,16.0,6.0,6.0,17.0,62.0,39.0,79.0,8.0,27.0,1.0,2.0,2.0,47.0,3.0,16.0,12.0,18.0,31.0,3.0,3.0,19.0,4.0,5.0,5.0,64.0,16.0,14.0,10.0,10.0,3.0,13.0,1.0,3.0,1.0,2.0,1.0,8.0,10.0,16.0,18.0,18.0,13.0,18.0,0.0,6.0,3.0,16.0
132,12/25/16,0.0,5.0,56.0,5.0,84.0,2.0,3.0,30.0,11.0,9.0,1.0,83.0,2.0,17.0,8.0,76.0,10.0,40.0,11.0,6.0,3.0,17.0,5.0,2.0,16.0,54.0,35.0,81.0,8.0,34.0,1.0,1.0,1.0,46.0,1.0,14.0,21.0,22.0,34.0,2.0,3.0,16.0,3.0,7.0,4.0,43.0,17.0,24.0,8.0,10.0,4.0,12.0,1.0,3.0,1.0,2.0,1.0,18.0,12.0,24.0,18.0,23.0,19.0,29.0,0.0,5.0,2.0,20.0
133,1/1/17,0.0,7.0,56.0,6.0,71.0,2.0,4.0,37.0,11.0,11.0,2.0,91.0,2.0,17.0,9.0,83.0,10.0,42.0,15.0,9.0,3.0,19.0,6.0,5.0,19.0,71.0,41.0,71.0,9.0,34.0,1.0,1.0,2.0,57.0,4.0,14.0,20.0,23.0,27.0,0.0,2.0,21.0,4.0,10.0,8.0,56.0,17.0,28.0,9.0,11.0,2.0,11.0,2.0,3.0,1.0,2.0,1.0,7.0,29.0,20.0,13.0,14.0,18.0,25.0,2.0,5.0,0.0,16.0
134,1/8/17,1.0,8.0,59.0,7.0,69.0,3.0,5.0,39.0,11.0,14.0,3.0,86.0,2.0,17.0,9.0,80.0,11.0,46.0,17.0,9.0,3.0,18.0,7.0,8.0,18.0,80.0,44.0,68.0,9.0,26.0,1.0,2.0,2.0,59.0,5.0,17.0,20.0,23.0,27.0,2.0,4.0,25.0,4.0,7.0,11.0,56.0,14.0,28.0,10.0,10.0,2.0,11.0,2.0,4.0,1.0,2.0,1.0,16.0,9.0,7.0,15.0,13.0,13.0,23.0,0.0,3.0,4.0,18.0
135,1/15/17,1.0,9.0,58.0,6.0,72.0,2.0,5.0,40.0,10.0,15.0,3.0,86.0,2.0,20.0,9.0,83.0,13.0,46.0,19.0,10.0,3.0,19.0,8.0,10.0,21.0,84.0,45.0,71.0,9.0,30.0,1.0,2.0,2.0,59.0,3.0,18.0,19.0,21.0,28.0,2.0,4.0,30.0,2.0,11.0,7.0,54.0,12.0,25.0,8.0,9.0,3.0,11.0,2.0,3.0,1.0,2.0,1.0,12.0,27.0,24.0,15.0,17.0,20.0,20.0,1.0,5.0,2.0,19.0
136,1/22/17,1.0,9.0,58.0,8.0,73.0,3.0,5.0,40.0,18.0,17.0,3.0,85.0,2.0,22.0,9.0,86.0,13.0,48.0,19.0,10.0,3.0,20.0,9.0,11.0,21.0,95.0,47.0,71.0,10.0,25.0,1.0,2.0,2.0,61.0,3.0,16.0,14.0,27.0,31.0,2.0,5.0,21.0,8.0,8.0,17.0,50.0,12.0,30.0,8.0,10.0,3.0,13.0,2.0,3.0,1.0,3.0,1.0,11.0,15.0,15.0,20.0,15.0,19.0,20.0,1.0,4.0,2.0,20.0
137,1/29/17,1.0,8.0,60.0,8.0,74.0,3.0,5.0,43.0,16.0,19.0,3.0,93.0,2.0,22.0,9.0,86.0,16.0,48.0,19.0,11.0,4.0,20.0,9.0,11.0,25.0,96.0,48.0,77.0,12.0,30.0,1.0,2.0,2.0,61.0,6.0,15.0,18.0,28.0,28.0,3.0,3.0,21.0,9.0,7.0,10.0,39.0,14.0,24.0,9.0,9.0,4.0,12.0,2.0,3.0,1.0,2.0,1.0,6.0,19.0,18.0,12.0,23.0,18.0,13.0,1.0,5.0,3.0,21.0
138,2/5/17,1.0,8.0,59.0,7.0,69.0,3.0,5.0,40.0,11.0,20.0,3.0,87.0,2.0,20.0,8.0,82.0,12.0,47.0,19.0,11.0,3.0,20.0,9.0,11.0,22.0,96.0,48.0,80.0,10.0,26.0,1.0,3.0,2.0,59.0,4.0,14.0,26.0,21.0,28.0,2.0,6.0,21.0,5.0,12.0,9.0,55.0,11.0,23.0,9.0,11.0,3.0,10.0,2.0,3.0,1.0,2.0,1.0,7.0,27.0,23.0,22.0,23.0,20.0,16.0,0.0,5.0,1.0,17.0
139,2/12/17,1.0,8.0,58.0,7.0,79.0,3.0,5.0,39.0,13.0,21.0,3.0,88.0,2.0,21.0,7.0,79.0,12.0,46.0,19.0,10.0,3.0,20.0,9.0,12.0,22.0,89.0,47.0,70.0,11.0,26.0,1.0,2.0,2.0,59.0,3.0,19.0,15.0,20.0,36.0,2.0,7.0,22.0,3.0,9.0,10.0,61.0,15.0,21.0,7.0,10.0,3.0,10.0,2.0,4.0,1.0,2.0,1.0,7.0,27.0,21.0,18.0,15.0,31.0,17.0,0.0,8.0,0.0,24.0
140,2/19/17,1.0,9.0,62.0,7.0,76.0,3.0,5.0,41.0,11.0,20.0,3.0,91.0,2.0,20.0,7.0,82.0,12.0,48.0,19.0,10.0,3.0,20.0,8.0,11.0,20.0,92.0,47.0,64.0,10.0,31.0,1.0,2.0,2.0,62.0,3.0,31.0,35.0,34.0,50.0,2.0,4.0,32.0,9.0,10.0,9.0,62.0,11.0,30.0,8.0,11.0,4.0,13.0,3.0,3.0,1.0,3.0,1.0,14.0,35.0,21.0,19.0,21.0,29.0,16.0,0.0,2.0,4.0,24.0
141,2/26/17,1.0,9.0,61.0,8.0,70.0,3.0,6.0,42.0,16.0,20.0,3.0,93.0,2.0,19.0,7.0,81.0,12.0,47.0,19.0,11.0,4.0,19.0,9.0,11.0,18.0,95.0,46.0,62.0,9.0,26.0,1.0,3.0,2.0,60.0,4.0,28.0,34.0,43.0,68.0,2.0,5.0,30.0,9.0,11.0,6.0,55.0,10.0,34.0,9.0,14.0,3.0,15.0,3.0,3.0,1.0,3.0,1.0,0.0,17.0,32.0,24.0,20.0,25.0,19.0,1.0,8.0,4.0,36.0
142,3/5/17,1.0,8.0,62.0,7.0,74.0,3.0,6.0,43.0,12.0,20.0,3.0,89.0,2.0,18.0,7.0,80.0,12.0,48.0,20.0,11.0,4.0,19.0,8.0,11.0,20.0,95.0,48.0,64.0,11.0,27.0,1.0,2.0,2.0,61.0,4.0,31.0,34.0,29.0,55.0,5.0,2.0,30.0,8.0,13.0,9.0,64.0,13.0,22.0,11.0,16.0,4.0,12.0,3.0,2.0,1.0,3.0,1.0,10.0,25.0,25.0,17.0,17.0,32.0,25.0,3.0,14.0,8.0,28.0
